#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name;Adjustment coefficient ind.
NL0013941008;11-12-2025;;NL0013941008;FR;WESGG;EN CDP Environment ESG World EW GR;XPAR;;5567.34;5557.28;5557.2770103;;;;;NL0013940984;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013940992;11-12-2025;;NL0013940992;FR;WESGN;EN CDP Environment ESG World EW NR;XPAR;;4865.67;4856.88;4856.87627429;;;;;NL0013940984;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013940984;11-12-2025;;NL0013940984;FR;WESGP;EN CDP Environment ESG World EW;XPAR;1004762.58633311;3120.61;3114.97;3114.96962312;3129804934.87351902;40;EUR;1;;NL0013941008;NL0013940992;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0013908809;11-12-2025;;NL0013908809;FR;ESGTL;EN Transatlantic ESG Leaders 60 EW D 5%;XPAR;;1755.96;1761.28;1761.28303246;;;;;NL0013908783;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NL0013908791;11-12-2025;;NL0013908791;FR;ESGTG;EN Transatlantic ESG Leaders 60 EW GR;XPAR;;5578.65;5596.34;5596.33720526;;;;;NL0013908775;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013908783;11-12-2025;;NL0013908783;FR;ESGTN;EN Transatlantic ESG Leaders 60 EW NR;XPAR;;4763.43;4778.53;4778.52500053;;;;;NL0013908775;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013908775;11-12-2025;;NL0013908775;FR;ESGTP;EN Transatlantic ESG Leaders 60 EW;XPAR;1017541.79539059;3011.26;3020.81;3020.80763785;3073798027.34741789;60;EUR;1;;NL0013908791;NL0013908783;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0013352636;11-12-2025;;NL0013352636;NL;WLENV;Euronext CDP Environment World EW D5%;XAMS;;1983.96;1981.53;1981.5328075;;;;;NL0013352610;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NL0013352628;11-12-2025;;NL0013352628;NL;WLENG;Euronext CDP Environment World EW GR;XAMS;;6165.59;6158.9;6158.90371397;;;;;NL0013352602;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013352610;11-12-2025;;NL0013352610;NL;WLENN;Euronext CDP Environment World EW NR;XAMS;;5381.92;5376.08;5376.07844534;;;;;NL0013352602;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013352602;11-12-2025;;NL0013352602;NL;WLENP;Euronext CDP Environment World EW;XAMS;1013971.82157554;3445.09;3441.36;3441.35606877;3489438081.74190984;40;EUR;1;;NL0013352628;NL0013352610;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0013216492;11-12-2025;;NL0013216492;NL;EUS5D;EN Transatlantic 50 EW D5%;XAMS;;1590.18;1597.57;1597.56860332;;;;;NL0013216476;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NL0013216484;11-12-2025;;NL0013216484;NL;EUS5G;EN Transatlantic 50 EW GR;XAMS;;5076.65;5100.94;5100.93935781;;;;;NL0013216468;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013216476;11-12-2025;;NL0013216476;NL;EUS5N;EN Transatlantic 50 EW NR;XAMS;;4313.65;4334.29;4334.28927883;;;;;NL0013216468;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0013216468;11-12-2025;;NL0013216468;NL;EUS5P;EN Transatlantic 50 EW;XAMS;1007100.48618275;2665.03;2677.78;2677.78187768;2696795430.89897175;51;EUR;1;;NL0013216484;NL0013216476;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0012939078;11-12-2025;;NL0012939078;NL;ERGSD;EN RM Global Sustainable Decrement;XAMS;;1047.08;1042.04;1042.03712658;;;;;NL0012939060;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NL0012939060;11-12-2025;;NL0012939060;NL;ERGSN;EN RM Global Sustainable NR;XAMS;;2838.20;2824.91;2824.90696988;;;;;NL0012838809;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0012838809;11-12-2025;;NL0012838809;NL;ERGSP;EN RM Global Sustainable;XAMS;1089365.50614729;1239.72;1233.91;1233.91413328;1344183494.33767009;30;EUR;1;;;NL0012939060;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0012645253;11-12-2025;;NL0012645253;NL;ERGBD;EN Reitsmarket Global Balanced DECR;XAMS;;1104.36;1094.24;1094.23801932;;;;;NL0012645246;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.0475;1;365;0;;CALCULATED
NL0012645246;11-12-2025;;NL0012645246;NL;ERGBN;Euronext Reitsmarket Global Balanced NR;XAMS;;2848.50;2822.76;2822.76089589;;;;;NL0012645238;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0012645238;11-12-2025;;NL0012645238;NL;ERGBP;Euronext Reitsmarket Global Balanced;XAMS;220743516.837514;1312.39;1300.53;1300.52839747;287083212204.11694309;40;EUR;1;;;NL0012645246;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0012645220;11-12-2025;;NL0012645220;NL;ERGCD;EN Reitsmarket Global Conviction DECR;XAMS;;1092.20;1082.19;1082.18541169;;;;;NL0012645212;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.0475;1;365;0;;CALCULATED
NL0012645212;11-12-2025;;NL0012645212;NL;ERGCN;EN Reitsmarket Global Conviction NR;XAMS;;2817.00;2791.55;2791.54580257;;;;;NL0012645204;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NL0012645204;11-12-2025;;NL0012645204;NL;ERGCP;EN Reitsmarket Global Conviction;XAMS;132386117.106449;1308.94;1297.11;1297.114406;171719939653.83722049;30;EUR;1;;;NL0012645212;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NL0012081418;11-12-2025;;NL0012081418;NL;BNEWV;Euronext BeNe 40 EW Volatility Target;XAMS;;3587.08;3603.05;3603.05215897;;;EUR;1;;;;;;;ECB;EOD Indices;Indices;;;;;0;;FIXED
NLIX00009034;11-12-2025;;NLIX00009034;NL;ETS50;EN Transatlantic Sector Focus 30 D50P;XAMS;;910.03;910.86;910.8620215;;;;;NLIX00009018;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00009026;11-12-2025;;NLIX00009026;NL;ETSD5;EN Transatlantic Sector Focus 30 D5%;XAMS;;6030.42;6036.03;6036.03457638;;;;;NLIX00009000;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00009018;11-12-2025;;NLIX00009018;NL;ETSG;EN Transatlantic Sector Focus 30 GR;XAMS;;14554.65;14570.2;14570.20497931;;;;;NLIX00008994;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00009000;11-12-2025;;NLIX00009000;NL;ETSN;EN Transatlantic Sector Focus 30 NR;XAMS;;13385.80;13400.11;13400.10726512;;;;;NLIX00008994;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008994;11-12-2025;;NLIX00008994;NL;ETSP;EN Transatlantic Sector Focus 30;XAMS;17730808.0679551;10599.88;10611.21;10611.21104116;188145346339.38466588;30;EUR;1;;NLIX00009018;NLIX00009000;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008945;11-12-2025;;NLIX00008945;NL;EMS50;EN Transat Market Leaders Select D50;XAMS;;936.11;928.23;928.2297544;;;;;NLIX00008929;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00008937;11-12-2025;;NLIX00008937;NL;EMSD5;EN Transat Market Leaders Select D5%;XAMS;;43394.03;43029.11;43029.10989515;;;;;NLIX00008911;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00008929;11-12-2025;;NLIX00008929;NL;EMSG;EN Transat Market Leaders Select GR;XAMS;;100778.82;99945.13;99945.13491515;;;;;NLIX00008903;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008911;11-12-2025;;NLIX00008911;NL;EMSN;EN Transat Market Leaders Select NR;XAMS;;96279.07;95482.61;95482.6098357;;;;;NLIX00008903;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008903;11-12-2025;;NLIX00008903;NL;EMLS;EN Transat Market Leaders Select;XAMS;1005330.33141835;84156.60;83460.42;83460.41799676;83905289684.99346091;20;EUR;1;;NLIX00008929;NLIX00008911;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008838;11-12-2025;;NLIX00008838;NL;EGULS;EN KP UNG Global Equities Long-Short USD;XAMS;1;4193.44;4214.24;4214.23500519;4214.23500519;3;USD;1;;;;;;;WM ;EU Price;Indices;;;;;0;;FIXED
NLIX00008820;11-12-2025;;NLIX00008820;NL;EGSUN;EN KP UNG Global Equities Short USD NR;XAMS;;2335.02;2356.33;2356.32750473;;;;;NLIX00008804;;;;.15638926136837;GB0006731235;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00008812;11-12-2025;;NLIX00008812;NL;EGSUG;EN KP UNG Global Equities Short USD GR;XAMS;;2519.81;2542.8;2542.80003502;;;;;NLIX00008804;;;.15638926136837;;GB0006731235;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00008804;11-12-2025;;NLIX00008804;NL;EGESU;EN KP UNG Global Equities Short USD;XAMS;980238.673914126;1843.51;1860.17;1860.16880221;1823409399.92994262;133;USD;1;;NLIX00008812;NLIX00008820;;;;WM ;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008796;11-12-2025;;NLIX00008796;NL;EGLUN;EN KP UNG Global Equities Long USD NR;XAMS;;6938.92;7015.81;7015.80755797;;;;;NLIX00008770;;;;0;;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00008788;11-12-2025;;NLIX00008788;NL;EGLUG;EN KP UNG Global Equities Long USD GR;XAMS;;7686.91;7772.08;7772.08481195;;;;;NLIX00008770;;;0;;;WM ;TR1;Indices;;;;;0;;CALCULATED
NLIX00008770;11-12-2025;;NLIX00008770;NL;EGELU;EN KP UNG Global Equities Long USD;XAMS;979582.342713943;5164.81;5222.04;5222.03526581;5115413539.41989712;84;USD;1;;NLIX00008788;NLIX00008796;;;;WM ;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008762;11-12-2025;;NLIX00008762;NL;EUMSN;Euronext Developed US Smid Cap NR;XAMS;;7886.42;7882.32;7882.31725934;;;;;NLIX00008747;;;;.20001612905069;US00090Q1031 US0774541066 US40434L1052 US5526901096 US8168511090 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008754;11-12-2025;;NLIX00008754;NL;EUMSG;Euronext Developed US Smid Cap GR;XAMS;;8530.84;8526.51;8526.51119571;;;;;NLIX00008747;;;.28573732721527;;US00090Q1031 US0774541066 US40434L1052 US5526901096 US8168511090 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008747;11-12-2025;;NLIX00008747;NL;EUMS;Euronext Developed US Smid Cap;XAMS;2461330530.335;6482.83;6479.25;6479.24976441;15947575258799.459209;1272;EUR;1;;NLIX00008754;NLIX00008762;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008739;11-12-2025;;NLIX00008739;NL;EUSLN;Euronext Developed World Smid Cap;XAMS;;8223.26;8228.15;8228.15016209;;;;;NLIX00008713;;;;.05905329760413;US00090Q1031 US0774541066 US5526901096 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008721;11-12-2025;;NLIX00008721;NL;EUSLG;Euronext Developed US Small Cap GR;XAMS;;8858.87;8864.17;8864.16816045;;;;;NLIX00008713;;;.08436185372018;;US00090Q1031 US0774541066 US5526901096 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008713;11-12-2025;;NLIX00008713;NL;EUSL;Euronext Developed US Small Cap;XAMS;1177684193.46284;6839.83;6843.84;6843.84190402;8059884432926.2762065;1073;EUR;1;;NLIX00008721;NLIX00008739;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008580;11-12-2025;;NLIX00008580;NL;EWMSN;Euronext Developed World Smid Cap NR;XAMS;;5543.25;5540.35;5540.3505622;;;;;NLIX00008564;;;;.17751219136955;AU000000PMV2 CA4085491039 GB0000055888 GB0002318888 GB0006731235 GB00B17BBQ50 GB00B1GCLT25 GB00B41H7391 GB00BN44P254 GG00B1W3VF54 IL0006420173 NO0010791353 SGXZ69436764 US00090Q1031 US0774541066 US40434L1052 US5526901096 US58463J3041 US8168511090 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008572;11-12-2025;;NLIX00008572;NL;EWMSG;Euronext Developed World Smid Cap GR;XAMS;;6001.02;5997.93;5997.93222435;;;;;NLIX00008564;;;.21993531511176;;AU000000PMV2 CA4085491039 GB0000055888 GB0002318888 GB0006731235 GB00B17BBQ50 GB00B1GCLT25 GB00B41H7391 GB00BN44P254 GG00B1W3VF54 IL0006420173 NO0010791353 SGXZ69436764 US00090Q1031 US0774541066 US40434L1052 US5526901096 US58463J3041 US8168511090 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008564;11-12-2025;;NLIX00008564;NL;EWMS;Euronext Developed World Smid Cap;XAMS;5357043695.22657;4309.92;4307.48;4307.48204471;23075369529891.228847;4768;EUR;1;;NLIX00008572;NLIX00008580;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008556;11-12-2025;;NLIX00008556;NL;EWSLN;Euronext Developed World Small Cap NR;XAMS;;5449.96;5452.39;5452.39011388;;;;;NLIX00008531;;;;.13027551482248;AU000000PMV2 CA4085491039 GB0000055888 GB0002318888 GB00B17BBQ50 GB00B1GCLT25 GB00B41H7391 GB00BN44P254 GG00B1W3VF54 IL0006420173 NO0010791353 US00090Q1031 US0774541066 US5526901096 US58463J3041 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008549;11-12-2025;;NLIX00008549;NL;EWSLG;Euronext Developed World Small Cap GR;XAMS;;5880.34;5882.99;5882.99263458;;;;;NLIX00008531;;;.14709883705315;;AU000000PMV2 CA4085491039 GB0000055888 GB0002318888 GB00B17BBQ50 GB00B1GCLT25 GB00B41H7391 GB00BN44P254 GG00B1W3VF54 IL0006420173 NO0010791353 US00090Q1031 US0774541066 US5526901096 US58463J3041 US84857L1017;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008531;11-12-2025;;NLIX00008531;NL;EWSL;Euronext Developed World Small Cap;XAMS;2739043531.41934;4275.71;4277.49;4277.49422849;11716242897230.255328;4072;EUR;1;;NLIX00008549;NLIX00008556;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008523;11-12-2025;;NLIX00008523;NL;EIADG;EN Intelligence Artificielle D 3.75 % GR;XAMS;;24227.30;23844.59;23844.58917202;;;;;NLIX00005644;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.0375;1;365;0;;CALCULATED
NLIX00008465;11-12-2025;;NLIX00008465;NL;ELU50;Euronext Luxury Decrement 50 Points;XAMS;;875.72;878.88;878.88273743;;;;;NLIX00008432;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00008457;11-12-2025;;NLIX00008457;NL;ELUD5;Euronext Luxury Decrement 5%;XAMS;;5045.58;5063.91;5063.9114175;;;;;NLIX00008440;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00008440;11-12-2025;;NLIX00008440;NL;ELUNR;Euronext Luxury NR;XAMS;;11200.91;11243.15;11243.14688896;;;;;NLIX00008424;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008432;11-12-2025;;NLIX00008432;NL;ELUGR;Euronext Luxury GR;XAMS;;11836.79;11881.42;11881.42191245;;;;;NLIX00008424;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008424;11-12-2025;;NLIX00008424;NL;ELUX;Euronext Luxury;XAMS;994526.425153044;9333.66;9368.85;9368.8528925;9317571774.95815167;10;EUR;1;;NLIX00008432;NLIX00008440;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008408;11-12-2025;;NLIX00008408;NL;EAI50;Euronext AI Beneficiaries D50P;XAMS;;914.20;898.85;898.84798721;;;;;NLIX00008382;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00008390;11-12-2025;;NLIX00008390;NL;EAID5;Euronext AI Beneficiaries D5%;XAMS;;28153.94;27681.5;27681.49964496;;;;;NLIX00008374;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00008382;11-12-2025;;NLIX00008382;NL;EAIBG;Euronext AI Beneficiaries GR;XAMS;;65912.65;64815.61;64815.61096851;;;;;NLIX00008366;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008374;11-12-2025;;NLIX00008374;NL;EAIBN;Euronext AI Beneficiaries NR;XAMS;;62480.51;61440.6;61440.59936485;;;;;NLIX00008366;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008366;11-12-2025;;NLIX00008366;NL;EAIB;Euronext AI Beneficiaries;XAMS;989764.614949;51498.16;50641.03;50641.03420919;50122703724.67502867;15;EUR;1;;NLIX00008382;NLIX00008374;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008200;11-12-2025;;NLIX00008200;NL;EHC50;EN Health Care 10 D50P;XAMS;;893.91;893.47;893.47329596;;;;;NLIX00008184;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0;;CALCULATED
NLIX00008192;11-12-2025;;NLIX00008192;NL;EHCF5;EN Health Care 10 D5%;XAMS;;17570.91;17562.52;17562.517287;;;;;NLIX00008176;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0;;CALCULATED
NLIX00008184;11-12-2025;;NLIX00008184;NL;EHCFG;EN Health Care 10 GR;XAMS;;41014.47;41000.51;41000.50835662;;;;;NLIX00008168;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008176;11-12-2025;;NLIX00008176;NL;EHCFN;EN Health Care 10 NR;XAMS;;38935.34;38922.08;38922.0848555;;;;;NLIX00008168;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008168;11-12-2025;;NLIX00008168;NL;EHCF;EN Health Care 10;XAMS;1029364.626459;30591.34;30580.92;30580.92320443;31478920591.103024;10;EUR;1;;NLIX00008184;NLIX00008176;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008044;11-12-2025;;NLIX00008044;NL;EGELS;EN KP UNG Global Equities Long-Short AI;XAMS;1;3933.27;3943.1;3943.10205081;3943.10205081;3;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;;FIXED
NLIX00008036;11-12-2025;;NLIX00008036;NL;EGESN;EN KP UNG Global Equities Short NR;XAMS;;2873.85;2871.71;2871.7078335;;;;;NLIX00008010;;;;.19251180425354;GB0006731235;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008028;11-12-2025;;NLIX00008028;NL;EGESG;EN KP UNG Global Equities Short GR;XAMS;;3100.63;3098.32;3098.32183989;;;;;NLIX00008010;;;.19251180425354;;GB0006731235;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00008010;11-12-2025;;NLIX00008010;NL;EGES;EN KP UNG Global Equities Short;XAMS;683911.335287901;2269.60;2267.71;2267.71079139;1550913115.38934033;133;EUR;1;;NLIX00008028;NLIX00008036;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00008002;11-12-2025;;NLIX00008002;NL;EGELN;EN KP UNG Global Equities Long NR;XAMS;;8538.39;8548.55;8548.55347513;;;;;NLIX00007988;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007996;11-12-2025;;NLIX00007996;NL;EGELG;EN KP UNG Global Equities Long GR;XAMS;;9439.38;9450.61;9450.61205694;;;;;NLIX00007988;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007988;11-12-2025;;NLIX00007988;NL;EGEL;EN KP UNG Global Equities Long;XAMS;685158.048123699;6342.73;6350.28;6350.28318114;4350947629.42005676;84;EUR;1;;NLIX00007996;NLIX00008002;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007970;11-12-2025;;NLIX00007970;NL;EWOGN;Euronext World Oil Gas and Coal NR;XAMS;;2554.60;2528.32;2528.32465979;;;;;NLIX00007954;;;;.02192487180158;SGXZ69436764;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007962;11-12-2025;;NLIX00007962;NL;EWOGG;Euronext World Oil Gas and Coal GR;XAMS;;2927.69;2897.58;2897.58382915;;;;;NLIX00007954;;;.02192487180158;;SGXZ69436764;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007954;11-12-2025;;NLIX00007954;NL;EWOG;Euronext World Oil Gas and Coal;XAMS;1493977016.86076;1637.09;1620.23;1620.22728925;2420582332224.9692097;61;EUR;1;;NLIX00007962;NLIX00007970;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007947;11-12-2025;;NLIX00007947;NL;EUOGN;Euronext US Oil Gas and Coal NR;XAMS;;3042.84;3002.12;3002.11505511;;;;;NLIX00007921;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007939;11-12-2025;;NLIX00007939;NL;EUOGG;Euronext US Oil Gas and Coal GR;XAMS;;3515.34;3468.3;3468.29700466;;;;;NLIX00007921;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007921;11-12-2025;;NLIX00007921;NL;EUOG;Euronext US Oil Gas and Coal;XAMS;646598399.317923;2143.10;2114.42;2114.42219328;1367182005657.7388005;17;EUR;1;;NLIX00007939;NLIX00007947;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007889;11-12-2025;;NLIX00007889;NL;EWOUN;Euronext World Utilities NR;XAMS;;3676.86;3667.13;3667.12777091;;;;;NLIX00007863;;;;.30705075059721;US8168511090;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007871;11-12-2025;;NLIX00007871;NL;EWOUG;Euronext World Utilities GR;XAMS;;4258.65;4247.62;4247.61928799;;;;;NLIX00007863;;;.43864392942459;;US8168511090;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007863;11-12-2025;;NLIX00007863;NL;EWOU;Euronext World Utilities;XAMS;824670917.713483;2327.98;2321.51;2321.50930406;1914481208258.1532083;77;EUR;1;;NLIX00007871;NLIX00007889;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007798;11-12-2025;;NLIX00007798;NL;EWBRN;Euronext World Basic Resources NR;XAMS;;2641.58;2681.55;2681.54869195;;;;;NLIX00007772;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007780;11-12-2025;;NLIX00007780;NL;EWBRG;Euronext World Basic Resources GR;XAMS;;2905.69;2949.65;2949.65365196;;;;;NLIX00007772;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007772;11-12-2025;;NLIX00007772;NL;EWBR;Euronext World Basic Resources;XAMS;660704547.641522;1775.85;1802.71;1802.71481721;1191061877832.8454906;53;EUR;1;;NLIX00007780;NLIX00007798;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007707;11-12-2025;;NLIX00007707;NL;EWAPN;Euronext World Automobiles & Parts NR;XAMS;;6914.44;6827.04;6827.04171764;;;;;NLIX00007681;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007699;11-12-2025;;NLIX00007699;NL;EWAPG;Euronext World Automobiles & Parts GR;XAMS;;7566.35;7470.71;7470.71496502;;;;;NLIX00007681;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007681;11-12-2025;;NLIX00007681;NL;EWAP;Euronext World Automobiles & Parts;XAMS;352946319.553903;5092.84;5028.46;5028.46463267;1774778085106.5929226;29;EUR;1;;NLIX00007699;NLIX00007707;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007640;11-12-2025;;NLIX00007640;NL;EWHCN;EN World Health Care NR;XAMS;;7094.86;7042.59;7042.59398689;;;;;NLIX00007624;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007632;11-12-2025;;NLIX00007632;NL;EWHCG;Euronext World Health Care GR;XAMS;;7340.87;7286.8;7286.79748912;;;;;NLIX00007624;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007624;11-12-2025;;NLIX00007624;NL;EWHC;Euronext World Health Care;XAMS;345088932.295998;6413.97;6366.72;6366.72087426;2197084908724.6286700;59;EUR;1;;NLIX00007632;NLIX00007640;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007582;11-12-2025;;NLIX00007582;NL;ELED5;EN Electrification D5;XAMS;;6208.71;6297.08;6297.0757224;;;;;NLIX00007566;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;360;0;;CALCULATED
NLIX00007574;11-12-2025;;NLIX00007574;NL;ELE50;EN Electrification D50P;XAMS;;1013.78;1028.21;1028.21278669;;;;;NLIX00007558;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;360;0;;CALCULATED
NLIX00007566;11-12-2025;;NLIX00007566;NL;ELECN;EN Electrification NR;XAMS;;13936.31;14136.6;14136.59651836;;;;;NLIX00007541;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007558;11-12-2025;;NLIX00007558;NL;ELECG;EN Electrification GR;XAMS;;14461.13;14668.97;14668.96520277;;;;;NLIX00007541;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007541;11-12-2025;;NLIX00007541;NL;ELECP;EN Electrification;XAMS;962997.138908817;11608.01;11774.84;11774.83720909;11339134543.46888099;10;EUR;1;;NLIX00007558;NLIX00007566;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
NLIX00007368;11-12-2025;;NLIX00007368;NL;ELTD5;Euronext Luxury Transatlantic FB D5%;XAMS;;16196.67;16223.71;16223.70601716;;;;;NLIX00007335;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;360;0;;CALCULATED
NLIX00007350;11-12-2025;;NLIX00007350;NL;ELTF5;Euronext Luxury Transatlantic FB D50P;XAMS;;980.93;982.56;982.5611883;;;;;NLIX00007343;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;360;0;;CALCULATED
NLIX00007343;11-12-2025;;NLIX00007343;NL;ELTFG;Euronext Luxury Transatlantic FB GR;XAMS;;36368.74;36434.51;36434.50536475;;;;;NLIX00007327;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
NLIX00007335;11-12-2025;;NLIX00007335;NL;ELTFN;Euronext Luxury Transatlantic FB NR;XAMS;;34448.13;34510.43;34510.42506191;;;;;NLIX00007327;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
