#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name;Adjustment coefficient ind.
QS0011250907;16-12-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;781.071650981856;1526.98;1527.25;1527.25334612;1192894.29252383;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011250899;16-12-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3366.94;3369.2;3369.19701374;;;;;QS0011250873;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011250881;16-12-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;2997.95;2999.96;2999.95865553;;;;;QS0011250873;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011250873;16-12-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;863.837371708087;1972.13;1973.45;1973.44730687;1704737.53477152;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011249503;16-12-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.9852;1215.56;1198.55;1198.55442177;9801883516.275;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011249495;16-12-2025;;QS0011249495;PT;PTOG;PSI Energy GR;XLIS;;2019.48;1991.23;1991.2253973;;;;;QS0011249503;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011249248;16-12-2025;;QS0011249248;BE;BEOGP;BEL Energy;XBRU;81008117.5542451;1522.63;1495.31;1495.31376362;121132553143.5;3;EUR;1;;;QS0011249230;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011249230;16-12-2025;;QS0011249230;BE;BEOG;BEL Energy NR;XBRU;;2570.89;2524.78;2524.77860815;;;;;QS0011249248;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011227186;16-12-2025;;QS0011227186;FR;ALASG;Euronext Growth All-Share Index GR;XPAR;;1151.92;1146.08;1146.07694989;;;;;QS0011040902;;;.0305616451093;;NO0010360019;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011227178;16-12-2025;;QS0011227178;FR;ALASN;Euronext Growth All-Share Index NR;XPAR;;1100.57;1094.98;1094.9807215;;;;;QS0011040902;;;;.0229212345861;NO0010360019;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011225420;16-12-2025;;QS0011225420;NL;NLCSG;AEX Consumer Staples GR;XAMS;;4781.63;4757.98;4757.97935161;;;;;QS0011016563;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011225404;16-12-2025;;QS0011225404;NL;NLCGG;AEX Consumer Discretionary GR;XAMS;;6013.65;6026.46;6026.4605598;;;;;QS0011016530;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011225396;16-12-2025;;QS0011225396;NL;NLBMG;AEX Basic Materials GR;XAMS;;2570.87;2559.14;2559.14169423;;;;;QS0011016480;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011225370;16-12-2025;;QS0011225370;BE;BELCP;BEL Continuous Stocks Index;XBRU;17693236.5896926;42037.32;41944.37;41944.36625037;742131595672.4494;107;EUR;1;;;BE0389552978;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225222;16-12-2025;;QS0011225222;BE;BECGP;BEL Consumer Discretionary;XBRU;1402490.82920158;6659.65;6629.02;6629.02103193;9297141203.87;5;EUR;1;;;QS0011016761;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225214;16-12-2025;;QS0011225214;BE;BEINP;BEL Industrials;XBRU;32183556.2341671;1864.18;1883.41;1883.40830266;60614777020.58;14;EUR;1;;;QS0011016738;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225206;16-12-2025;;QS0011225206;BE;BEHCP;BEL Health Care;XBRU;16272643.6176717;6437.76;6435.53;6435.52706606;104723038437.8344;15;EUR;1;;;QS0011016795;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225198;16-12-2025;;QS0011225198;BE;BETEP;BEL Telecommunications;XBRU;11082413.9799754;377.97;377.75;377.74789833;4186358589.311;4;EUR;1;;;QS0011016860;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225180;16-12-2025;;QS0011225180;BE;BEFIP;BEL Financials;XBRU;144192215.741514;1241.52;1243.04;1243.04417001;179237293138.979;15;EUR;1;;;QS0011016902;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225172;16-12-2025;;QS0011225172;BE;BETP;BEL Technology;XBRU;3234415.20408976;1307.74;1301.7;1301.69919518;4210235668.05;7;EUR;1;;;QS0011016936;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225164;16-12-2025;;QS0011225164;BE;BEUTP;BEL Utilities;XBRU;52315706.9745074;1232.33;1229.64;1229.63828529;64329396217.67;3;EUR;1;;;QS0011019005;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225156;16-12-2025;;QS0011225156;BE;BECSP;BEL Consumer Staples;XBRU;48731020.5930658;2930.11;2926.04;2926.038024;142588819203.59;12;EUR;1;;;QS0011016829;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225065;16-12-2025;;QS0011225065;PT;PTTEP;PSI Technology;XLIS;382499.446829186;1180.30;1196.31;1196.3140808;457589474.14;2;EUR;1;;QS0011016688;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225057;16-12-2025;;QS0011225057;PT;PTFIP;PSI Financials;XLIS;47303899.0802426;276.62;277.07;277.06982028;13106482816.552;2;EUR;1;;QS0011016662;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225040;16-12-2025;;QS0011225040;PT;PTUTP;PSI Utilities;XLIS;25288945.4515233;1204.68;1204.08;1204.07616433;30449816439.178;3;EUR;1;;QS0011016647;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225032;16-12-2025;;QS0011225032;PT;PTTLP;PSI Telecommunications;XLIS;26609995.1116445;116.28;117.55;117.54646138;3127910762.58;4;EUR;1;;QS0011016621;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225024;16-12-2025;;QS0011225024;PT;PTCSP;PSI Consumer Staples;XLIS;6783548.73685347;2331.21;2325.98;2325.9801545;15778399739;2;EUR;1;;QS0011016597;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225016;16-12-2025;;QS0011225016;PT;PTCGP;PSI Consumer Discretionary;XLIS;201478.547747886;6418.61;6421.44;6421.43625742;1293781651.6;8;EUR;1;;QS0011016571;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011225008;16-12-2025;;QS0011225008;PT;PTINP;PSI Industrials;XLIS;6496273.03033815;595.75;596.25;596.24918413;3873397494.2;5;EUR;1;;QS0011016522;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011224993;16-12-2025;;QS0011224993;PT;PTBMP;PSI Basic Materials;XLIS;2039158.24916679;2273.67;2258.82;2258.82015506;4606091752.572;4;EUR;1;;QS0011016514;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011224977;16-12-2025;;QS0011224977;NL;AAXG;AEX All-Share Index GR;XAMS;;5216.34;5163.24;5163.24185428;;;;;NL0000249100;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224944;16-12-2025;;QS0011224944;NL;NLTLG;AEX Telecommunications GR;XAMS;;3993.68;3959.14;3959.1404021;;;;;QS0011016589;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224936;16-12-2025;;QS0011224936;NL;NLTCG;AEX Technology GR;XAMS;;15667.66;15392.17;15392.17051196;;;;;QS0011016613;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224910;16-12-2025;;QS0011224910;BE;BEBMP;BEL Basic Materials;XBRU;25116591.6412624;1133.72;1131.8;1131.79630886;28426865710.758;14;EUR;1;;;QS0011016696;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011224829;16-12-2025;;QS0011224829;NL;NLOGG;AEX Energy GR;XAMS;;3011.85;2944.31;2944.31485776;;;;;QS0011016472;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224662;16-12-2025;;QS0011224662;NL;NLING;AEX Industrials GR;XAMS;;3913.81;3911.37;3911.36503082;;;;;QS0011016506;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224589;16-12-2025;;QS0011224589;NL;NLHCG;AEX Health Care GR;XAMS;;1898.38;1890.58;1890.57895006;;;;;QS0011016555;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224571;16-12-2025;;QS0011224571;FR;FRINN;CAC Industrials NR;XPAR;;5489.59;5456.68;5456.68434399;;;;;QS0011017652;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224522;16-12-2025;;QS0011224522;NL;NLFNG;AEX Financials GR;XAMS;;1986.44;1986.22;1986.22253342;;;;;QS0011016605;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224498;16-12-2025;;QS0011224498;FR;FRHCN;CAC Health Care NR;XPAR;;3470.36;3442.72;3442.71987263;;;;;QS0011017702;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224373;16-12-2025;;QS0011224373;FR;FRFNN;CAC Financials NR;XPAR;;2538.35;2536.42;2536.4239912;;;;;QS0011017801;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224308;16-12-2025;;QS0011224308;PT;BVL;PSI All-Share Index;XLIS;46518467.1955101;1776.73;1773.39;1773.38933588;82495353646.097;31;EUR;1;;PTING1000005;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011224290;16-12-2025;;QS0011224290;FR;FRCSN;CAC Consumer Staples NR;XPAR;;1433.10;1435.18;1435.18421555;;;;;QS0011017736;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224274;16-12-2025;;QS0011224274;FR;N150G;Next 150 Index GR;XPAR;;7659.46;7626.65;7626.64995955;;;;;FR0003502087;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224258;16-12-2025;;QS0011224258;FR;N100G;Euronext 100 Index GR;XPAR;;3769.24;3749.6;3749.60462819;;;;;FR0003502079;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224233;16-12-2025;;QS0011224233;FR;CN20G;CAC Next 20 GR;XPAR;;23091.50;23022.52;23022.52042383;;;;;QS0010989109;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224217;16-12-2025;;QS0011224217;FR;PAXNR;CAC All-Share Index NR;XPAR;;16409.74;16393.68;16393.68252476;;;;;QS0010989141;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224092;16-12-2025;;QS0011224092;FR;CN20N;CAC Next 20 NR;XPAR;;19800.83;19741.68;19741.6795024;;;;;QS0010989109;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011224084;16-12-2025;;QS0011224084;FR;FRUTN;CAC Utilities NR;XPAR;;1817.58;1819.99;1819.99086163;;;;;QS0011017785;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011223995;16-12-2025;;QS0011223995;FR;FRCGN;CAC Consumer Discretionary NR;XPAR;;6677.88;6730.01;6730.00586683;;;;;QS0011017686;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011223979;16-12-2025;;QS0011223979;FR;FRBMN;CAC Basic Materials NR;XPAR;;4195.83;4182.94;4182.94360021;;;;;QS0011017637;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011223920;16-12-2025;;QS0011223920;FR;FRTEN;CAC Telecommunications NR;XPAR;;2315.56;2288.61;2288.61252916;;;;;QS0011017769;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011223896;16-12-2025;;QS0011223896;FR;FRTCN;CAC Technology NR;XPAR;;1555.69;1538.22;1538.22247694;;;;;QS0011017827;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011223698;16-12-2025;;QS0011223698;FR;FROGN;CAC Energy NR;XPAR;;2248.25;2206.56;2206.56093902;;;;;QS0011017603;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213756;16-12-2025;;QS0011213756;FR;CMSG;CAC Mid & Small GR;XPAR;;29233.04;29014.86;29014.85532005;;;;;QS0010989133;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213731;16-12-2025;;QS0011213731;FR;CMSN;CAC Mid & Small NR;XPAR;;24462.85;24280.26;24280.26455233;;;;;QS0010989133;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213723;16-12-2025;;QS0011213723;FR;CACSR;CAC Small GR;XPAR;;28900.73;28760.82;28760.81904378;;;;;QS0010989125;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213707;16-12-2025;;QS0011213707;FR;CACSN;CAC Small NR;XPAR;;25077.01;24955.62;24955.61528095;;;;;QS0010989125;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213699;16-12-2025;;QS0011213699;FR;CAR;CAC Large 60 GR;XPAR;;16630.60;16591.68;16591.68048347;;;;;QS0011213657;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213681;16-12-2025;;QS0011213681;FR;CACLN;CAC Large 60 NR;XPAR;;14519.28;14485.3;14485.30030291;;;;;QS0011213657;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011213657;16-12-2025;;QS0011213657;FR;CACLG;CAC Large 60;XPAR;220127480.770221;8749.71;8729.24;8729.23903458;1921545397722.71165;60;EUR;1;;QS0011213699;QS0011213681;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011211248;16-12-2025;;QS0011211248;BE;BELSG;BEL Small GR;XBRU;;15039.74;14981.4;14981.39598822;;;;;BE0389857146;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211230;16-12-2025;;QS0011211230;BE;BELMG;BEL Mid GR;XBRU;;12395.73;12370.69;12370.6941323;;;;;BE0389856130;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211222;16-12-2025;;QS0011211222;NL;AEXEG;AEX Equal Weight GR;XAMS;;6234.73;6213.71;6213.7088987;;;;;QS0011159744;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211214;16-12-2025;;QS0011211214;FR;CACEG;CAC 40 Equal Weight GR;XPAR;;4811.28;4806.81;4806.81234094;;;;;QS0011159777;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211206;16-12-2025;;QS0011211206;NL;AEXEN;AEX Equal Weight NR;XAMS;;5725.81;5706.51;5706.50734543;;;;;QS0011159744;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211198;16-12-2025;;QS0011211198;FR;CACEN;CAC 40 Equal Weight NR;XPAR;;4206.60;4202.69;4202.6925937;;;;;QS0011159777;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211180;16-12-2025;;QS0011211180;PT;PSINR;PSI NR;XLIS;;19537.66;19505.94;19505.94160463;;;;;PTING0200002;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211172;16-12-2025;;QS0011211172;NL;ASCXN;AMS Next 20 NR;XAMS;;2761.69;2733.06;2733.06108413;;;;;NL0000249142;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211164;16-12-2025;;QS0011211164;NL;AMXNR;AMX NR;XAMS;;2826.57;2829.75;2829.75152381;;;;;NL0000249274;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011211156;16-12-2025;;QS0011211156;NL;AEXNR;AEX NR;XAMS;;3272.52;3235.71;3235.71016351;;;;;NL0000000107;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011204995;16-12-2025;;QS0011204995;NL;ASCXG;AMS Next 20 GR;XAMS;;3049.25;3017.64;3017.64306944;;;;;NL0000249142;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011204763;16-12-2025;;QS0011204763;NL;AMXGR;AMX GR;XAMS;;3305.14;3308.86;3308.86051753;;;;;NL0000249274;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011194238;16-12-2025;;QS0011194238;FR;NAOIG;EN Growth Bpifrance Innovation Index;XPAR;;1037.80;1030.2;1030.20412979;;;;;QS0011194212;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011194220;16-12-2025;;QS0011194220;FR;NAOIN;EN Growth Bpifrance Innovation Index;XPAR;;1010.49;1003.1;1003.1011299;;;;;QS0011194212;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011194212;16-12-2025;;QS0011194212;FR;NAOII;EN Growth Bpifrance Innovation Index;XPAR;2721971.78775588;941.74;934.85;934.85496634;2544648844.0188;43;EUR;1;;QS0011194238;QS0011194220;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011176854;16-12-2025;;QS0011176854;FR;REITG;Euronext IEIF REIT Europe Index GR;XPAR;;3343.93;3364.66;3364.65557826;;;;;QS0011070230;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011176847;16-12-2025;;QS0011176847;FR;REITN;Euronext IEIF REIT Europe Index NR;XPAR;;2847.77;2865.42;2865.42132885;;;;;QS0011070230;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011159777;16-12-2025;;QS0011159777;FR;CACEW;CAC 40 Equal Weight;XPAR;819939.696492473;2823.61;2820.99;2820.98588703;2313038312.019;40;EUR;1;;QS0011211214;QS0011211198;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011159744;16-12-2025;;QS0011159744;NL;AEXEW;AEX Equal Weight;XAMS;630027.519308685;3739.48;3726.87;3726.86823985;2348029551.941;30;EUR;1;;QS0011211222;QS0011211206;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011158126;16-12-2025;;QS0011158126;NL;AEXDI;AEX Dividend Index;XAMS;;24.167;24.167;24.16657324;;;;;NL0000000107;;;0;;;ECB;TR6 Dividend Point Index;Indices;;;;;0;;CALCULATED
QS0011158118;16-12-2025;;QS0011158118;FR;CACDI;CAC 40 Dividend Index;XPAR;;259.55;259.55;259.55283594;;;;;FR0003500008;;;0;;;ECB;TR6 Dividend Point Index;Indices;;;;;0;;CALCULATED
QS0011131990;16-12-2025;;QS0011131990;NL;AEXGR;AEX GR;XAMS;;3809.32;3766.47;3766.47415356;;;;;NL0000000107;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131917;16-12-2025;;QS0011131917;FR;CACMR;CAC Mid 60 GR;XPAR;;29375.97;29144.8;29144.79761054;;;;;QS0010989117;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131909;16-12-2025;;QS0011131909;FR;CACMN;CAC Mid 60 NR;XPAR;;24424.29;24232.09;24232.08528044;;;;;QS0010989117;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131891;16-12-2025;;QS0011131891;FR;CACTR;CAC All-Tradable GR;XPAR;;17318.93;17274.11;17274.1055413;;;;;FR0003999499;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131883;16-12-2025;;QS0011131883;FR;CACTN;CAC All-Tradable NR;XPAR;;13300.80;13266.38;13266.37978126;;;;;FR0003999499;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131859;16-12-2025;;QS0011131859;FR;PX4GR;SBF 120 GR;XPAR;;17645.80;17600.39;17600.39248728;;;;;FR0003999481;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131842;16-12-2025;;QS0011131842;FR;PX4NR;SBF 120 NR;XPAR;;13539.23;13504.39;13504.3905185;;;;;FR0003999481;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131834;16-12-2025;;QS0011131834;FR;PX1GR;CAC 40 GR;XPAR;;26218.88;26158.48;26158.48101489;;;;;FR0003500008;;;0;;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131826;16-12-2025;;QS0011131826;FR;PX1NR;CAC 40 NR;XPAR;;19373.79;19329.16;19329.15836073;;;;;FR0003500008;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131750;16-12-2025;;QS0011131750;NL;LC1GR;Euronext Low Carbon 100 Europe PAB GR;XAMS;;312.71;312.33;312.33092997;;;;;QS0011131735;;;.06654859121773;;ES0178430E18;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131743;16-12-2025;;QS0011131743;NL;LC1NR;Euronext Low Carbon 100 Europe PAB NR;XAMS;;278.23;277.87;277.8689191;;;;;QS0011131735;;;;.05390435888636;ES0178430E18;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011131735;16-12-2025;;QS0011131735;NL;LC100;Euronext Low Carbon 100 Europe PAB ;XAMS;16978195154.4762;168.79;168.52;168.52366639;2861227696084.5815135;100;EUR;1;;QS0011131750;QS0011131743;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011095955;16-12-2025;;QS0011095955;FR;BIOTK;Next Biotech;XPAR;14804904.3705706;4134.41;4087.06;4087.05718064;60508490716.35674491;59;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011070230;16-12-2025;;QS0011070230;FR;REITE;Euronext IEIF REIT Europe Index;XPAR;87730761.7251089;1126.23;1133.21;1133.21009057;99417384440.42568909;39;EUR;1;;QS0011176854;QS0011176847;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011040902;16-12-2025;;QS0011040902;FR;ALASI;Euronext Growth All-Share Index;XPAR;36179597.211029;928.48;923.74;923.7447819;33420714134.77176877;558;EUR;1;;QS0011227186;QS0011227178;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011019005;16-12-2025;;QS0011019005;BE;BEUT;BEL Utilities NR;XBRU;;2436.04;2430.72;2430.71512806;;;;;QS0011225164;;;;0;;ECB;TR1;Indices;;;;;0;;CALCULATED
QS0011017827;16-12-2025;;QS0011017827;FR;FRTEC;CAC Technology;XPAR;77266587.8184055;1242.23;1228.28;1228.28216607;94905171850.7185;31;EUR;1;;;QS0011223896;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017801;16-12-2025;;QS0011017801;FR;FRFIN;CAC Financials;XPAR;268228248.298176;1283.59;1282.61;1282.61134759;344032595012.11;39;EUR;1;;;QS0011224373;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017785;16-12-2025;;QS0011017785;FR;FRUT;CAC Utilities;XPAR;90064210.6404624;879.94;881.11;881.11039299;79356512031.911;12;EUR;1;;;QS0011224084;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017769;16-12-2025;;QS0011017769;FR;FRTEL;CAC Telecommunications;XPAR;48078022.7385606;861.82;851.79;851.78612139;40952192512.7574;6;EUR;1;;;QS0011223920;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017736;16-12-2025;;QS0011017736;FR;FRCS;CAC Consumer Staples;XPAR;107307771.458966;859.64;860.89;860.88902531;92380082779.7362;16;EUR;1;;;QS0011224290;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017702;16-12-2025;;QS0011017702;FR;FRHC;CAC Health Care;XPAR;138211333.424516;2226.25;2208.52;2208.52291863;305242897483.1302;41;EUR;1;;;QS0011224498;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017686;16-12-2025;;QS0011017686;FR;FRCG;CAC Consumer Discretionary;XPAR;217836919.704393;4898.43;4936.66;4936.66085692;1075386994697.6938;73;EUR;1;;;QS0011223995;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
QS0011017652;16-12-2025;;QS0011017652;FR;FRIN;CAC Industrials;XPAR;207152043.324139;3756.21;3733.69;3733.6930184;773442137905.9581;57;EUR;1;;;QS0011224571;;;;ECB;EU Price;Indices;;;;;0;;CALCULATED
