#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag
FRESG0001452;17-09-2024;;FRESG0001452;FR;BISWN;Euronext Biodiversity Screened World NR;XPAR;;5094.90;5097.45;5097.45148814;;;;;FRESG0001445;;;;.02515371654684;AU000000COH5 US0320951017 US1720621010 US92537N1081;ECB;TR1;Indices;;;;;0
FRESG0001445;17-09-2024;;FRESG0001445;FR;BISWP;Euronext Biodiversity Screened World;XPAR;11479981139.3916;3825.03;3826.92;3826.9241627;43933017209670.499927;975;EUR;1;;FRESG0001460;FRESG0001452;;;;ECB;EU Price;Indices;;;;;0
FRESG0001437;17-09-2024;;FRESG0001437;FR;EBEWG;Euronext Biodiversity Enablers World GR;XPAR;;6533.26;6532.48;6532.4765329;;;;;FRESG0001411;;;.07163294586596;;US0320951017 US92537N1081;ECB;TR1;Indices;;;;;0
FRESG0001429;17-09-2024;;FRESG0001429;FR;EBEWN;Euronext Biodiversity Enablers World NR;XPAR;;6016.40;6015.65;6015.64674462;;;;;FRESG0001411;;;;.05014306210617;US0320951017 US92537N1081;ECB;TR1;Indices;;;;;0
FRESG0001411;17-09-2024;;FRESG0001411;FR;EBEWP;Euronext Biodiversity Enablers World;XPAR;2604278656.07464;4718.82;4718.19;4718.18657888;12287472602760.386726;268;EUR;1;;FRESG0001437;FRESG0001429;;;;ECB;EU Price;Indices;;;;;0
FRESG0001395;17-09-2024;;FRESG0001395;FR;GCSSD;Euronext Global Climate and Sustain Screened D 50P;XPAR;;1190.10;1189.38;1189.37760715;;;;;FRCLIM000197;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0
FRESG0001023;17-09-2024;;FRESG0001023;FR;BSWPF;EN ESG Biodiversity Screened W Proforma;XPAR;10323740213.5278;2942.93;2947.27;2947.26890601;30426838525091.949419;500;USD;1;;;;;;;WM ;EU Price;Indices;;;;;0
FRESG0000892;17-09-2024;;FRESG0000892;FR;GSCSD;EN Glob Sustain and Cl Screened D 50P;XPAR;;1159.75;1159.01;1159.01144789;;;;;FRESG0000884;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0
FRESG0000884;17-09-2024;;FRESG0000884;FR;GSCSG;EN Glob Sustain and Cl Screened GR;XPAR;;5597.33;5594.45;5594.44593226;;;;;FRESG0000876;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000876;17-09-2024;;FRESG0000876;FR;GSCSP;EN Glob Sustain and Cl Screened;XPAR;1001369.33092369;5597.33;5594.45;5594.44593226;5602106580.08;3;EUR;1;;FRESG0000884;;;;;ECB;EU Price;Indices;;;;;0
FRESG0000827;17-09-2024;;FRESG0000827;FR;PIWWG;Euronext Positive Impact Water World GR;XPAR;;4834.09;4840.41;4840.4109546;;;;;FRESG0000801;;;.05794229302498;;US2788651006 US5128071082;ECB;TR1;Indices;;;;;0
FRESG0000819;17-09-2024;;FRESG0000819;FR;PIWWN;Euronext Positive Impact Water World NR;XPAR;;4454.53;4460.33;4460.33117689;;;;;FRESG0000801;;;;.04055960511749;US2788651006 US5128071082;ECB;TR1;Indices;;;;;0
FRESG0000801;17-09-2024;;FRESG0000801;FR;PIWWP;Euronext Positive Impact Water World;XPAR;974589.700525354;3326.87;3331.16;3331.15977195;3246514004.54714524;275;EUR;1;;FRESG0000827;FRESG0000819;;;;ECB;EU Price;Indices;;;;;0
FRESG0000736;17-09-2024;;FRESG0000736;FR;SGSWN;Euronext Social Goods and Services World NR;XPAR;;4994.97;4991.56;4991.56055875;;;;;FRESG0000710;;;;.22383028817663;AU000000COH5 US2788651006 US4461501045;ECB;TR1;Indices;;;;;0
FRESG0000728;17-09-2024;;FRESG0000728;FR;SGSWG;Euronext Social Goods and Services World GR;XPAR;;5390.05;5386.46;5386.46234808;;;;;FRESG0000710;;;.28718870685175;;AU000000COH5 US2788651006 US4461501045;ECB;TR1;Indices;;;;;0
FRESG0000710;17-09-2024;;FRESG0000710;FR;SGSWP;Euronext Social Goods and Services World;XPAR;999815.624727765;3771.97;3769.17;3769.17180717;3768476865.09070521;244;EUR;1;;FRESG0000728;FRESG0000736;;;;ECB;EU Price;Indices;;;;;0
FRESG0000678;17-09-2024;;FRESG0000678;FR;EGSWN;Euronext Environmental Goods and Services World NR;XPAR;;3866.28;3886.46;3886.45524872;;;;;FRESG0000652;;;;0;;ECB;TR1;Indices;;;;;0
FRESG0000660;17-09-2024;;FRESG0000660;FR;EGSWG;Euronext Environmental Goods and Services World GR;XPAR;;4296.78;4319.2;4319.20139524;;;;;FRESG0000652;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000652;17-09-2024;;FRESG0000652;FR;EGSW;Euronext Environmental Goods and Services World;XPAR;976647.713579353;2679.43;2693.41;2693.40985164;2630512573.33558497;113;EUR;1;;FRESG0000660;FRESG0000678;;;;ECB;EU Price;Indices;;;;;0
FRESG0000447;17-09-2024;;FRESG0000447;FR;EBST5;EN ESG Biodiv Screen Transatl 80 D 5%;XPAR;;2458.28;2459.13;2459.12542705;;;;;FRESG0000413;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0
FRESG0000439;17-09-2024;;FRESG0000439;FR;EBST4;EN ESG Biodiv Screen Transatl 80 D 4%;XPAR;;2848.07;2849.13;2849.12929051;;;;;FRESG0000413;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.04;1;365;0
FRESG0000421;17-09-2024;;FRESG0000421;FR;EBSTG;EN ESG Biodiv Screen Transatl 80 GR;XPAR;;5638.49;5641.21;5641.20608987;;;;;FRESG0000405;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000413;17-09-2024;;FRESG0000413;FR;EBSTN;EN ESG Biodiv Screen Transatl 80 NR;XPAR;;5130.93;5133.4;5133.40189662;;;;;FRESG0000405;;;;0;;ECB;TR1;Indices;;;;;0
FRESG0000405;17-09-2024;;FRESG0000405;FR;EBSTP;EN ESG Biodiv Screen Transatl 80;XPAR;988967.158541989;3930.26;3932.16;3932.15792063;3888775045.6998611;80;EUR;1;;FRESG0000421;FRESG0000413;;;;ECB;EU Price;Indices;;;;;0
FRESG0000363;17-09-2024;;FRESG0000363;FR;WCAMB;Euronext World Sustain and Climate Scr Decr 50 P;XPAR;;1272.89;1272.76;1272.76063794;;;;;FRESG0000355;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0
FRESG0000355;17-09-2024;;FRESG0000355;FR;WCAMG;Euronext World Sustainable and Climate Screen GR;XPAR;;5337.49;5337.54;5337.53574138;;;;;FRESG0000348;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000348;17-09-2024;;FRESG0000348;FR;WCAMP;Euronext World Sustainability and Climate Screened;XPAR;1001926.82968293;5337.49;5337.54;5337.53574138;5347820263.68;3;EUR;1;;FRESG0000355;;;;;ECB;EU Price;Indices;;;;;0
FRESG0000298;17-09-2024;;FRESG0000298;FR;UC3EN;EN US Screened Climate Amb 35 EW NR EUR;XPAR;;7448.69;7419.02;7419.01843393;;;;;FRESG0000272;;;;0;;ECB;TR1;Indices;;;;;0
FRESG0000280;17-09-2024;;FRESG0000280;FR;UC3EG;EN US Screened Climate Amb 35 EW GR EUR;XPAR;;8200.87;8168.2;8168.19968641;;;;;FRESG0000272;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000272;17-09-2024;;FRESG0000272;FR;UC3PE;EN US Screened Climate Amb 35 EW EUR;XPAR;1004099.37381748;5941.75;5918.09;5918.08541291;5942345857.30011968;35;EUR;1;;FRESG0000280;FRESG0000298;;;;ECB;EU Price;Indices;;;;;0
FRESG0000264;17-09-2024;;FRESG0000264;FR;USC3N;EN US Screened Climate Ambition 35 EW NR;XPAR;;5775.19;5752.45;5752.44633961;;;;;FRESG0000249;;;;0;;WM ;TR1;Indices;;;;;0
FRESG0000256;17-09-2024;;FRESG0000256;FR;USC3G;EN US Screened Climate Ambition 35 EW GR;XPAR;;6358.39;6333.35;6333.34860162;;;;;FRESG0000249;;;0;;;WM ;TR1;Indices;;;;;0
FRESG0000249;17-09-2024;;FRESG0000249;FR;USC3P;EN US Screened Climate Ambition 35 EW;XPAR;1004101.1513547;4606.80;4588.66;4588.65504384;4607473812.69;35;USD;1;;FRESG0000256;FRESG0000264;;;;WM ;EU Price;Indices;;;;;0
FRESG0000173;17-09-2024;;FRESG0000173;FR;LC3WD;Euronext Low Carbon 300 World D3.5%;XPAR;;2637.63;2630.47;2630.46657197;;;;;FR0013522596;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.035;1;365;0
FRESG0000165;17-09-2024;;FRESG0000165;FR;EBSNW;EN ESG Biodiversity Screened Wld NR USD;XPAR;;3867.95;3872.84;3872.8411827;;;;;FRESG0000140;;;;.02256593403492;US0320951017 US1720621010 US92537N1081;WM ;TR1;Indices;;;;;0
FRESG0000157;17-09-2024;;FRESG0000157;FR;EBSGW;EN ESG Biodiversity Screened Wld GR USD;XPAR;;4200.51;4205.84;4205.83500839;;;;;FRESG0000140;;;.03223704862132;;US0320951017 US1720621010 US92537N1081;WM ;TR1;Indices;;;;;0
FRESG0000140;17-09-2024;;FRESG0000140;FR;EBSPW;EN ESG Biodiversity Screened Wld USD;XPAR;10372234791.9555;2984.60;2988.36;2988.35504313;30995920149116.978689;500;USD;1;;FRESG0000157;FRESG0000165;;;;WM ;EU Price;Indices;;;;;0
FRESG0000082;17-09-2024;;FRESG0000082;FR;EBSWG;EN ESG Biodiversity Screened World GR;XPAR;;5412.24;5418.86;5418.85636854;;;;;FRESG0000066;;;.04152906017599;;US0320951017 US1720621010 US92537N1081;ECB;TR1;Indices;;;;;0
FRESG0000074;17-09-2024;;FRESG0000074;FR;EBSWN;EN ESG Biodiversity Screened World NR;XPAR;;4983.85;4989.92;4989.92181355;;;;;FRESG0000066;;;;.02907034212319;US0320951017 US1720621010 US92537N1081;ECB;TR1;Indices;;;;;0
FRESG0000066;17-09-2024;;FRESG0000066;FR;EBSWP;EN ESG Biodiversity Screened World;XPAR;7236631412.46971;3845.58;3850.24;3850.235099;27862732262842.797093;500;EUR;1;;FRESG0000082;FRESG0000074;;;;ECB;EU Price;Indices;;;;;0
FRESG0000033;17-09-2024;;FRESG0000033;FR;GHCD5;Euronext Global Health Care 50 EW ESG Decrement 5%;XPAR;;3144.02;3115.76;3115.76423674;;;;;FRESG0000017;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0
FRESG0000025;17-09-2024;;FRESG0000025;FR;GHCGR;Euronext Global Health Care 50 EW ESG GR;XPAR;;6956.90;6895.32;6895.32382342;;;;;FRESG0000009;;;0;;;ECB;TR1;Indices;;;;;0
FRESG0000017;17-09-2024;;FRESG0000017;FR;GHCNR;Euronext Global Health Care 50 EW ESG NR;XPAR;;6561.70;6503.63;6503.63042882;;;;;FRESG0000009;;;;0;;ECB;TR1;Indices;;;;;0
FRESG0000009;17-09-2024;;FRESG0000009;FR;GHCPR;Euronext Global Health Care 50 EW ESG;XPAR;1014460.33758458;5474.37;5425.92;5425.92041445;5504381055.34752801;50;EUR;1;;FRESG0000025;FRESG0000017;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000296;17-09-2024;;FRCLIM000296;FR;PBT50;Euronext PAB Transatlantic 60 D50;XPAR;;910.56;913.2;913.19813802;;;;;FRCLIM000270;;;;;;ECB;TR4 Dividend Return;Indices;Points;50;1;365;0
FRCLIM000288;17-09-2024;;FRCLIM000288;FR;PBT5D;Euronext PAB Transatlantic 60 D5%;XPAR;;3535.42;3545.7;3545.70247136;;;;;FRCLIM000262;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0
FRCLIM000270;17-09-2024;;FRCLIM000270;FR;PBTAG;Euronext PAB Transatlantic 60 GR;XPAR;;8123.96;8148.71;8148.70987507;;;;;FRCLIM000254;;;0;;;ECB;TR1;Indices;;;;;0
FRCLIM000262;17-09-2024;;FRCLIM000262;FR;PBTAN;Euronext PAB Transatlantic 60 NR;XPAR;;7378.83;7401.31;7401.30960121;;;;;FRCLIM000254;;;;0;;ECB;TR1;Indices;;;;;0
FRCLIM000254;17-09-2024;;FRCLIM000254;FR;PBTAP;Euronext PAB Transatlantic 60;XPAR;1002511.33100919;5654.80;5672.02;5672.0240947;5686268424.69012928;60;EUR;1;;FRCLIM000270;FRCLIM000262;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000221;17-09-2024;;FRCLIM000221;FR;PABTG;Euronext PAB Transatlantic 50 GR;XPAR;;5533.94;5531.33;5531.32955514;;;;;FRCLIM000205;;;0;;;ECB;TR1;Indices;;;;;0
FRCLIM000213;17-09-2024;;FRCLIM000213;FR;PABTN;Euronext PAB Transatlantic 50 NR;XPAR;;4929.92;4927.6;4927.60088975;;;;;FRCLIM000205;;;;0;;ECB;TR1;Indices;;;;;0
FRCLIM000205;17-09-2024;;FRCLIM000205;FR;PABTP;Euronext PAB Transatlantic 50;XPAR;1009068.75174109;3605.73;3604.03;3604.03187327;3636715943.59702114;50;EUR;1;;FRCLIM000221;FRCLIM000213;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000197;17-09-2024;;FRCLIM000197;FR;GSCDG;EN Global Sust and Cl Screened DR GR;XPAR;;5895.98;5893.06;5893.05981726;;;;;FRCLIM000189;;;0;;;ECB;TR1;Indices;;;;;0
FRCLIM000189;17-09-2024;;FRCLIM000189;FR;GSCDP;EN Global Sust and Cl Screened DR;XPAR;1000000;5895.98;5893.06;5893.05981726;5893059817.25804949;3;EUR;1;;FRCLIM000197;;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000171;17-09-2024;;FRCLIM000171;FR;PABU5;Euronext PAB North America 50 Decrement 5%;XPAR;;3000.68;2993.58;2993.57706529;;;;;FRCLIM000155;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0
FRCLIM000163;17-09-2024;;FRCLIM000163;FR;PABUG;Euronext PAB North America 50 GR;XPAR;;6993.42;6977.82;6977.81785384;;;;;FRCLIM000148;;;0;;;ECB;TR1;Indices;;;;;0
FRCLIM000155;17-09-2024;;FRCLIM000155;FR;PABUN;Euronext PAB North America 50 NR;XPAR;;6262.37;6248.4;6248.40256077;;;;;FRCLIM000148;;;;0;;ECB;TR1;Indices;;;;;0
FRCLIM000148;17-09-2024;;FRCLIM000148;FR;PABUP;Euronext PAB North America 50;XPAR;989862.177443171;4834.31;4823.53;4823.52674494;4774626686.69742776;50;EUR;1;;FRCLIM000163;FRCLIM000155;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000130;17-09-2024;;FRCLIM000130;FR;TPAB5;EN Transatlantic PAB 50 Decrement 5%;XPAR;;3972.82;3984.49;3984.48891545;;;;;FRCLIM000114;;;;;;ECB;TR4 Dividend Return;Indices;Percentage;.05;1;365;0
FRCLIM000122;17-09-2024;;FRCLIM000122;FR;TPABG;EN Transatlantic PAB 50 GR;XPAR;;9093.88;9121.85;9121.84931853;;;;;FRCLIM000106;;;0;;;ECB;TR1;Indices;;;;;0
FRCLIM000114;17-09-2024;;FRCLIM000114;FR;TPABN;EN Transatlantic PAB 50 NR;XPAR;;8290.64;8316.13;8316.13454064;;;;;FRCLIM000106;;;;0;;ECB;TR1;Indices;;;;;0
FRCLIM000106;17-09-2024;;FRCLIM000106;FR;TPABP;EN Transatlantic PAB 50;XPAR;998161.385810709;6452.65;6472.49;6472.4920097;6460591594.0476303;50;EUR;1;;FRCLIM000122;FRCLIM000114;;;;ECB;EU Price;Indices;;;;;0
FRCLIM000056;17-09-2024;;FRCLIM000056;FR;PFLCW;EN Low Carbon 300 World PAB Proforma;XPAR;481051.999653152;3397.13;3388.17;3388.16735374;1629884680.67795875;298;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0
DUMMY00000US;17-09-2024;;DUMMY00000US;NL;DUMUS;DUMMY INDEX US;XAMS;10000;75.43;76.05;76.04681519;760468.15188364;946;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0
DUMMY00DUUSC;17-09-2024;;DUMMY00DUUSC;NL;DUUSC;DUMMY INDEX USD;XAMS;1.2330092130565;1380.68;1384.24;1384.23740283;1706.77747075;24;USD;1;;;;;;;WM ;EU Price;Indices;;;;;0
