#Symbol;System date;Adjust Reason;Isin Code;Country;Mnemo;Name;MIC;ICBCode;Close Prc;Adj Closing price;Net Div;Gross Div;Index;Shares;Free float-Coeff;Capping Factor-Coeff;Currency;FX/Index Ccy;Wght;Index Mkt Cap;Pct Wght;Dividend Rate;Source net div;Source gross div;Direct WM rate;Closing MPR;Day Decrement;Decrements;Dates
/EURIBOR3MD=;05-05-2025;;EURIBOR3MNT;ZZ;EURIB;EURIBOR 3 MONTH;XXXX;    ;2.156;2.15600000;0;0;EURIB;1;1;1;EUR;1;1.00000000;2.156;100;;;;;0;0;;
