#Symbol;System date;Adjust Reason;Isin Code;Country;Mnemo;Name;MIC;ICBCode;Close Prc;Adj Closing price;Net Div;Gross Div;Index;Shares;Free float-Coeff;Capping Factor-Coeff;Currency;FX/Index Ccy;Wght;Index Mkt Cap;Pct Wght;Dividend Rate;Source net div;Source gross div;Direct WM rate;Closing MPR;Day Decrement;Decrements;Dates
NL0011821202;05-05-2025;;NL0011821202;NL;INGA;ING GROEP N.V.;XAMS;30101010;18.27;18.27000000;0;0;SINP;100;1;1;EUR;1;1.00000000;1827;100;;;;;0;0;;
FR0000121485;05-05-2025;;FR0000121485;FR;KER;KERING;XPAR;40204020;184.72;184.72000000;3;4;SKEP;100;1;1;EUR;1;1.00000000;18472;100;1;3;4;;0;0;;
FR0000120172;05-05-2025;;FR0000120172;FR;CA;CARREFOUR;XPAR;45201010;13.665;13.66500000;0;0;SCRP;100;1;1;EUR;1;1.00000000;1366.5;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SSTP;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
NSCNL000AMT7;05-05-2025;;LU1598757687;NL;MT;ARCELORMITTAL SA;XAMS;55102010;27.08;27.08000000;0;0;SAMP;100;1;1;EUR;1;1.00000000;2708;100;;;;;0;0;;
NSCIT0INENI3;05-05-2025;;IT0003132476;IT;ENI;ENI;MTAA;60101000;12.656;12.65600000;0;0;SEIP;100;1;1;EUR;1;1.00000000;1265.6;100;;;;;0;0;;
FR0000073272;05-05-2025;;FR0000073272;FR;SAF;SAFRAN;XPAR;50201010;243.3;243.30000000;0;0;SSFP;100;1;1;EUR;1;1.00000000;24330;100;;;;;0;0;;
GB00BP6MXD84;05-05-2025;;GB00BP6MXD84;NL;SHELL;SHELL PLC;XAMS;60101000;29.335;29.33500000;0;0;SSHP;100;1;1;EUR;1;1.00000000;2933.5;100;;;;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SCAP;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
FR0000120578;05-05-2025;;FR0000120578;FR;SAN;SANOFI;XPAR;20103015;97.92;97.92000000;0;0;SSAP;100;1;1;EUR;1;1.00000000;9792;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SSGP;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SBNP;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000120628;05-05-2025;;FR0000120628;FR;CS;AXA;XPAR;30302010;42.33;42.33000000;1.6125;2.15;SAXP;100;1;1;EUR;1;1.00000000;4233;100;1;1.6125;2.15;;0;0;;
FR0000120503;05-05-2025;;FR0000120503;FR;EN;BOUYGUES;XPAR;50101010;39.04;39.04000000;1.5;2;SBOP;100;1;1;EUR;1;1.00000000;3904;100;1;1.5;2;;0;0;;
FR0000133308;05-05-2025;;FR0000133308;FR;ORA;ORANGE;XPAR;15102015;12.675;12.67500000;0;0;SORP;100;1;1;EUR;1;1.00000000;1267.5;100;;;;;0;0;;
FR0000120271;05-05-2025;;FR0000120271;FR;TTE;TOTALENERGIES;XPAR;60101000;50.86;50.86000000;0;0;STEP;100;1;1;EUR;1;1.00000000;5086;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SENP;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0010411983;05-05-2025;;FR0010411983;FR;SCR;SCOR SE;XPAR;30302020;26.42;26.42000000;0;0;SGS1P;100;1;1;EUR;1;1.00000000;2642;100;;;;;0;0;;
FR0000133308;05-05-2025;;FR0000133308;FR;ORA;ORANGE;XPAR;15102015;12.675;12.67500000;0;0;SG03P;100;1;1;EUR;1;1.00000000;1267.5;100;;;;;0;0;;
FR0000120503;05-05-2025;;FR0000120503;FR;EN;BOUYGUES;XPAR;50101010;39.04;39.04000000;1.5;2;SGBP1;100;1;1;EUR;1;1.00000000;3904;100;1;1.5;2;;0;0;;
FR0000131906;05-05-2025;;FR0000131906;FR;RNO;RENAULT;XPAR;40101020;47.38;47.38000000;0;0;SGRNP;100;1;1;EUR;1;1.00000000;4738;100;;;;;0;0;;
STLAM.MI;05-05-2025;;NL00150001Q9;IT;STLAM;STELLANTIS;MTAA;40101020;8.38;8.38000000;0;0;SSS3P;100;1;1;EUR;1;1.00000000;838;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGG5P;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SGS4P;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
FR0010411983;05-05-2025;;FR0010411983;FR;SCR;SCOR SE;XPAR;30302020;26.42;26.42000000;0;0;SGSC;100;1;1;EUR;1;1.00000000;2642;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SGS3P;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGG4P;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
FR0013326246;05-05-2025;;FR0013326246;FR;URW;UNIBAIL-RODAMCO-WE;XPAR;35102045;76.2;76.20000000;0;0;SGU2P;100;1;1;EUR;1;1.00000000;7620;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SGEEP;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SGA4P;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGG3P;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SGB5P;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SGB4P;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGG2P;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
FR0000120578;05-05-2025;;FR0000120578;FR;SAN;SANOFI;XPAR;20103015;97.92;97.92000000;0;0;SGSAP;100;1;1;EUR;1;1.00000000;9792;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SGEP3;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SGEP2;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0000124141;05-05-2025;;FR0000124141;FR;VIE;VEOLIA ENVIRON.;XPAR;65102030;32.24;32.24000000;0;0;SGVIP;100;1;1;EUR;1;1.00000000;3224;100;;;;;0;0;;
FR0000121485;05-05-2025;;FR0000121485;FR;KER;KERING;XPAR;40204020;184.72;184.72000000;3;4;SGKEP;100;1;1;EUR;1;1.00000000;18472;100;1;3;4;;0;0;;
FR0013326246;05-05-2025;;FR0013326246;FR;URW;UNIBAIL-RODAMCO-WE;XPAR;35102045;76.2;76.20000000;0;0;SGU1P;100;1;1;EUR;1;1.00000000;7620;100;;;;;0;0;;
FR001400AJ45;05-05-2025;;FR001400AJ45;FR;ML;MICHELIN;XPAR;40101015;32.7;32.70000000;0;0;SMMLP;100;1;1;EUR;1;1.00000000;3270;100;;;;;0;0;;
FR0000125007;05-05-2025;;FR0000125007;FR;SGO;SAINT GOBAIN;XPAR;50101035;98.86;98.86000000;0;0;SMSGP;100;1;1;EUR;1;1.00000000;9886;100;;;;;0;0;;
FR0000125007;05-05-2025;;FR0000125007;FR;SGO;SAINT GOBAIN;XPAR;50101035;98.86;98.86000000;0;0;SGSP1;100;1;1;EUR;1;1.00000000;9886;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SMEP1;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SGBP3;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGGP1;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
NSCIT0ISTLA1;05-05-2025;;NL00150001Q9;IT;STLAM;STELLANTIS;MTAA;40101020;8.38;8.38000000;0;0;SSS2P;100;1;1;EUR;1;1.00000000;838;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SGEP1;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
NSCIT0INENI3;05-05-2025;;IT0003132476;IT;ENI;ENI;MTAA;60101000;12.656;12.65600000;0;0;SGEIP;100;1;1;EUR;1;1.00000000;1265.6;100;;;;;0;0;;
FR0013326246;05-05-2025;;FR0013326246;FR;URW;UNIBAIL-RODAMCO-WE;XPAR;35102045;76.2;76.20000000;0;0;SGURP;100;1;1;EUR;1;1.00000000;7620;100;;;;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SBCAP;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
NSCIT0ISTLA1;05-05-2025;;NL00150001Q9;IT;STLAM;STELLANTIS;MTAA;40101020;8.38;8.38000000;0;0;SBSTP;100;1;1;EUR;1;1.00000000;838;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SGS2P;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
FR0000121964;05-05-2025;;FR0000121964;FR;LI;KLEPIERRE;XPAR;35102045;32.68;32.68000000;0;0;SGLIP;100;1;1;EUR;1;1.00000000;3268;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SGSTP;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SGB3P;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SGC1P;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SSBNP;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
NL0011821202;05-05-2025;;NL0011821202;NL;INGA;ING GROEP N.V.;XAMS;30101010;18.27;18.27000000;0;0;SSINP;100;1;1;EUR;1;1.00000000;1827;100;;;;;0;0;;
FR0000121485;05-05-2025;;FR0000121485;FR;KER;KERING;XPAR;40204020;184.72;184.72000000;3;4;SSKEP;100;1;1;EUR;1;1.00000000;18472;100;1;3;4;;0;0;;
FR0000120172;05-05-2025;;FR0000120172;FR;CA;CARREFOUR;XPAR;45201010;13.665;13.66500000;0;0;SSCAP;100;1;1;EUR;1;1.00000000;1366.5;100;;;;;0;0;;
NL00150001Q9;05-05-2025;;NL00150001Q9;FR;STLAP;STELLANTIS NV;XPAR;40101020;8.375;8.37500000;0;0;SSSTP;100;1;1;EUR;1;1.00000000;837.5;100;;;;;0;0;;
NSCNL000AMT7;05-05-2025;;LU1598757687;NL;MT;ARCELORMITTAL SA;XAMS;55102010;27.08;27.08000000;0;0;SSMTP;100;1;1;EUR;1;1.00000000;2708;100;;;;;0;0;;
NSCIT0INENI3;05-05-2025;;IT0003132476;IT;ENI;ENI;MTAA;60101000;12.656;12.65600000;0;0;SSENI;100;1;1;EUR;1;1.00000000;1265.6;100;;;;;0;0;;
FR0000120578;05-05-2025;;FR0000120578;FR;SAN;SANOFI;XPAR;20103015;97.92;97.92000000;0;0;SSSNP;100;1;1;EUR;1;1.00000000;9792;100;;;;;0;0;;
FR0000073272;05-05-2025;;FR0000073272;FR;SAF;SAFRAN;XPAR;50201010;243.3;243.30000000;0;0;SSSAP;100;1;1;EUR;1;1.00000000;24330;100;;;;;0;0;;
GB00BP6MXD84;05-05-2025;;GB00BP6MXD84;NL;SHELL;SHELL PLC;XAMS;60101000;29.335;29.33500000;0;0;SSS1P;100;1;1;EUR;1;1.00000000;2933.5;100;;;;;0;0;;
FR0000120628;05-05-2025;;FR0000120628;FR;CS;AXA;XPAR;30302010;42.33;42.33000000;1.6125;2.15;SSAXP;100;1;1;EUR;1;1.00000000;4233;100;1;1.6125;2.15;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SSACP;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
FR0000045072;05-05-2025;;FR0000045072;FR;ACA;CREDIT AGRICOLE;XPAR;30101010;16.505;16.50500000;0;0;SGCAP;100;1;1;EUR;1;1.00000000;1650.5;100;;;;;0;0;;
FR0000120503;05-05-2025;;FR0000120503;FR;EN;BOUYGUES;XPAR;50101010;39.04;39.04000000;1.5;2;SBBP;100;1;1;EUR;1;1.00000000;3904;100;1;1.5;2;;0;0;;
FR0000133308;05-05-2025;;FR0000133308;FR;ORA;ORANGE;XPAR;15102015;12.675;12.67500000;0;0;SBO1P;100;1;1;EUR;1;1.00000000;1267.5;100;;;;;0;0;;
FR0010208488;05-05-2025;;FR0010208488;FR;ENGI;ENGIE;XPAR;65102000;18.115;18.11500000;0;0;SBENP;100;1;1;EUR;1;1.00000000;1811.5;100;;;;;0;0;;
FR0000133308;05-05-2025;;FR0000133308;FR;ORA;ORANGE;XPAR;15102015;12.675;12.67500000;0;0;SG01P;100;1;1;EUR;1;1.00000000;1267.5;100;;;;;0;0;;
FR0000120578;05-05-2025;;FR0000120578;FR;SAN;SANOFI;XPAR;20103015;97.92;97.92000000;0;0;SCS1P;100;1;1;EUR;1;1.00000000;9792;100;;;;;0;0;;
FR0000130809;05-05-2025;;FR0000130809;FR;GLE;SOCIETE GENERALE;XPAR;30101010;46.46;46.46000000;0;0;SGSGP;100;1;1;EUR;1;1.00000000;4646;100;;;;;0;0;;
FR0000131104;05-05-2025;;FR0000131104;FR;BNP;BNP PARIBAS ACT.A;XPAR;30101010;76.36;76.36000000;0;0;SGB1P;100;1;1;EUR;1;1.00000000;7636;100;;;;;0;0;;
FR0000120628;05-05-2025;;FR0000120628;FR;CS;AXA;XPAR;30302010;42.33;42.33000000;1.6125;2.15;SGA1P;100;1;1;EUR;1;1.00000000;4233;100;1;1.6125;2.15;;0;0;;
FR0000120503;05-05-2025;;FR0000120503;FR;EN;BOUYGUES;XPAR;50101010;39.04;39.04000000;1.5;2;SGBP;100;1;1;EUR;1;1.00000000;3904;100;1;1.5;2;;0;0;;
FR0000120271;05-05-2025;;FR0000120271;FR;TTE;TOTALENERGIES;XPAR;60101000;50.86;50.86000000;0;0;SGT1P;100;1;1;EUR;1;1.00000000;5086;100;;;;;0;0;;
FR0000133308;05-05-2025;;FR0000133308;FR;ORA;ORANGE;XPAR;15102015;12.675;12.67500000;0;0;SGORP;100;1;1;EUR;1;1.00000000;1267.5;100;;;;;0;0;;
FR0000120271;05-05-2025;;FR0000120271;FR;TTE;TOTALENERGIES;XPAR;60101000;50.86;50.86000000;0;0;SGTEP;100;1;1;EUR;1;1.00000000;5086;100;;;;;0;0;;
