#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;06-05-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3408.48;3432.61;3432.61255269;;;;;QS0011256235;;;5.0366621247594;;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011256243;06-05-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3126.33;3148.46;3148.46206963;;;;;QS0011256235;;;;3.52566348733158;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011256235;06-05-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.962564982093;2121.04;2136.06;2136.05579132;1892465.46782267;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;06-05-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3321.21;3333.68;3333.68211848;;;;;QS0011256201;;;.68047202681978;;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011256219;06-05-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;2929.47;2938.98;2938.9768911;;;;;QS0011256201;;;;.47633041877385;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011256201;06-05-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.114505899359;2010.42;2013.92;2013.92285347;1647619.50018461;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;06-05-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;1986.53;1986.53;1986.53254558;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;06-05-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;1959.63;1959.63;1959.63400631;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;06-05-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;76177.3820347972;1192.46;1192.46;1192.45936248;90838432.416895;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;06-05-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2524.03;2524.12;2524.1248009;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250915;06-05-2025;;QS0011250915;NL;ENVFN;Euronext Sustainable France 20 NR Index;XAMS;;2190.74;2188.84;2188.83556726;;;;;QS0011250907;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250907;06-05-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;808.192464210226;1534.57;1529.07;1529.07277409;1235785.09324745;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0;
QS0011250899;06-05-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3166.29;3177.39;3177.39367482;;;;;QS0011250873;;;.65384279566307;;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011250881;06-05-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;2837.11;2845.95;2845.9482185;;;;;QS0011250873;;;;.45768995696415;BE0003565737;ECB;TR1;Indices;;;;;0;
QS0011250873;06-05-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;864.815688496749;1909.00;1912.73;1912.72944345;1654158.43054363;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0;
QS0011249503;06-05-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.9852;1164.12;1169.64;1169.64285714;9565442196.975;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0;
QS0011249495;06-05-2025;;QS0011249495;PT;PTOG;PSI Energy GR;XLIS;;1851.49;1860.28;1860.28310138;;;;;QS0011249503;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011249248;06-05-2025;;QS0011249248;BE;BEOGP;BEL Energy;XBRU;82819753.4962303;1397.23;1387.51;1387.50708703;114912994922.51;2;EUR;1;;;QS0011249230;;;;ECB;EU Price;Indices;;;;;0;
QS0011249230;06-05-2025;;QS0011249230;BE;BEOG;BEL Energy NR;XBRU;;2303.68;2287.65;2287.65394685;;;;;QS0011249248;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011227186;06-05-2025;;QS0011227186;FR;ALASG;Euronext Growth All-Share Index GR;XPAR;;1033.07;1035.74;1035.73517579;;;;;QS0011040902;;;1.69889578063954;;FR001400TL40;ECB;TR1;Indices;;;;;0;
QS0011227178;06-05-2025;;QS0011227178;FR;ALASN;Euronext Growth All-Share Index NR;XPAR;;990.40;992.82;992.81729373;;;;;QS0011040902;;;;1.27417183547966;FR001400TL40;ECB;TR1;Indices;;;;;0;
QS0011225420;06-05-2025;;QS0011225420;NL;NLCSG;AEX Consumer Staples GR;XAMS;;5169.09;5187.9;5187.90388553;;;;;QS0011016563;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225404;06-05-2025;;QS0011225404;NL;NLCGG;AEX Consumer Discretionary GR;XAMS;;6963.79;7018.27;7018.27489378;;;;;QS0011016530;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225396;06-05-2025;;QS0011225396;NL;NLBMG;AEX Basic Materials GR;XAMS;;2141.49;2145.74;2145.73736802;;;;;QS0011016480;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225370;06-05-2025;;QS0011225370;BE;BELCP;BEL Continuous Stocks Index;XBRU;17805856.7146178;38507.79;38519.48;38519.47705739;685872289205.9661;107;EUR;1;;;BE0389552978;;;;ECB;EU Price;Indices;;;;;0;
