#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days
QS0011224084;18-07-2025;;QS0011224084;FR;FRUTN;CAC Utilities NR;XPAR;;1695.690000;1707.540000;1707.5438673200000000;;;;;QS0011017785;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011223995;18-07-2025;;QS0011223995;FR;FRCGN;CAC Consumer Discretionary NR;XPAR;;6083.460000;6048.670000;6048.6703278200000000;;;;;QS0011017686;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011223979;18-07-2025;;QS0011223979;FR;FRBMN;CAC Basic Materials NR;XPAR;;4183.990000;4145.040000;4145.0410825900000000;;;;;QS0011017637;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011223920;18-07-2025;;QS0011223920;FR;FRTEN;CAC Telecommunications NR;XPAR;;2241.420000;2247.270000;2247.2651447400000000;;;;;QS0011017769;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011223896;18-07-2025;;QS0011223896;FR;FRTCN;CAC Technology NR;XPAR;;1831.800000;1832.050000;1832.0461230500000000;;;;;QS0011017827;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011223698;18-07-2025;;QS0011223698;FR;FROGN;CAC Energy NR;XPAR;;2146.420000;2153.440000;2153.4389306900000000;;;;;QS0011017603;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011213756;18-07-2025;;QS0011213756;FR;CMSG;CAC Mid & Small GR;XPAR;;29182.980000;29362.990000;29362.9897194900000000;;;;;QS0010989133;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011213731;18-07-2025;;QS0011213731;FR;CMSN;CAC Mid & Small NR;XPAR;;24436.480000;24587.210000;24587.2093263100000000;;;;;QS0010989133;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011213723;18-07-2025;;QS0011213723;FR;CACSR;CAC Small GR;XPAR;;24288.530000;24344.640000;24344.6425095500000000;;;;;QS0010989125;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011213707;18-07-2025;;QS0011213707;FR;CACSN;CAC Small NR;XPAR;;21100.510000;21149.250000;21149.2511515800000000;;;;;QS0010989125;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011213699;18-07-2025;;QS0011213699;FR;CAR;CAC Large 60 GR;XPAR;;15973.700000;15983.480000;15983.4797754500000000;;;;;QS0011213657;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011213681;18-07-2025;;QS0011213681;FR;CACLN;CAC Large 60 NR;XPAR;;13961.940000;13970.490000;13970.4865169300000000;;;;;QS0011213657;;;;0.00000000000000000;;ECB;TR1;Indices
QS0011213657;18-07-2025;;QS0011213657;FR;CACLG;CAC Large 60;XPAR;221861170.796816000000000;8443.500000;8448.670000;8448.6699123400000000;1874431798428.3800000000000;60;EUR;1;;QS0011213699;QS0011213681;;;;ECB;EU Price;Indices
QS0011211248;18-07-2025;;QS0011211248;BE;BELSG;BEL Small GR;XBRU;;16684.790000;16729.340000;16729.3389307900000000;;;;;BE0389857146;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011211230;18-07-2025;;QS0011211230;BE;BELMG;BEL Mid GR;XBRU;;12725.400000;12685.480000;12685.4826654300000000;;;;;BE0389856130;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011211222;18-07-2025;;QS0011211222;NL;AEXEG;AEX Equal Weight GR;XAMS;;6328.110000;6337.060000;6337.0560443300000000;;;;;QS0011159744;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011211214;18-07-2025;;QS0011211214;FR;CACEG;CAC 40 Equal Weight GR;XPAR;;4639.480000;4653.790000;4653.7850984200000000;;;;;QS0011159777;;;0.000000000000000000;;;ECB;TR1;Indices
QS0011211206;18-07-2025;;QS0011211206;NL;AEXEN;AEX Equal Weight NR;XAMS;;5817.450000;5825.670000;5825.6717827300000000;;;;;QS0011159744;;;;0.00000000000000000;;ECB;TR1;Indices
