#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011225198;08-10-2025;;QS0011225198;BE;BETEP;BEL Telecommunications;XBRU;11082413.979975400000000;388.280000;392.210000;392.2086746700000000;4346618899.2454000000000;4;EUR;1;;;QS0011016860;;;;ECB;EU Price;Indices;;;;;0
QS0011225180;08-10-2025;;QS0011225180;BE;BEFIP;BEL Financials;XBRU;143958653.024882000000000;1161.200000;1166.960000;1166.9588330600000000;167993821743.3600000000000;15;EUR;1;;;QS0011016902;;;;ECB;EU Price;Indices;;;;;0
QS0011225172;08-10-2025;;QS0011225172;BE;BETP;BEL Technology;XBRU;2981608.438485350000000;1521.990000;1512.240000;1512.2399455700000000;4508907382.7360000000000;6;EUR;1;;;QS0011016936;;;;ECB;EU Price;Indices;;;;;0
QS0011225164;08-10-2025;;QS0011225164;BE;BEUTP;BEL Utilities;XBRU;52325498.450676600000000;1069.670000;1074.350000;1074.3525918100000000;56216034878.1000000000000;3;EUR;1;;;QS0011019005;;;;ECB;EU Price;Indices;;;;;0
QS0011225156;08-10-2025;;QS0011225156;BE;BECSP;BEL Consumer Staples;XBRU;48731020.206924300000000;2793.770000;2808.170000;2808.1741082800000000;136845189215.0800000000000;12;EUR;1;;;QS0011016829;;;;ECB;EU Price;Indices;;;;;0
QS0011225065;08-10-2025;;QS0011225065;PT;PTTEP;PSI Technology;XLIS;382499.446829186000000;1169.470000;1214.570000;1214.5713873300000000;464572883.7900000000000;2;EUR;1;;QS0011016688;;;;;ECB;EU Price;Indices;;;;;0
QS0011225057;08-10-2025;;QS0011225057;PT;PTFIP;PSI Financials;XLIS;47303899.080242600000000;240.070000;241.220000;241.2209852800000000;11410693143.9376000000000;2;EUR;1;;QS0011016662;;;;;ECB;EU Price;Indices;;;;;0
QS0011225040;08-10-2025;;QS0011225040;PT;PTUTP;PSI Utilities;XLIS;25288945.451523300000000;1272.700000;1288.440000;1288.4368233000000000;32583208542.2480000000000;3;EUR;1;;QS0011016647;;;;;ECB;EU Price;Indices;;;;;0
QS0011225032;08-10-2025;;QS0011225032;PT;PTTLP;PSI Telecommunications;XLIS;26609995.111644500000000;117.340000;117.010000;117.0106278800000000;3113652235.7800000000000;4;EUR;1;;QS0011016621;;;;;ECB;EU Price;Indices;;;;;0
QS0011225024;08-10-2025;;QS0011225024;PT;PTCSP;PSI Consumer Staples;XLIS;6783548.736853470000000;2326.910000;2332.300000;2332.3041655200000000;15821298976.0000000000000;2;EUR;1;;QS0011016597;;;;;ECB;EU Price;Indices;;;;;0
QS0011225016;08-10-2025;;QS0011225016;PT;PTCGP;PSI Consumer Discretionary;XLIS;201479.296503682000000;6409.070000;6416.840000;6416.8412093200000000;1292860652.6300000000000;9;EUR;1;;QS0011016571;;;;;ECB;EU Price;Indices;;;;;0
QS0011225008;08-10-2025;;QS0011225008;PT;PTINP;PSI Industrials;XLIS;6496273.030338150000000;624.800000;630.530000;630.5337566000000000;4096119437.7500000000000;5;EUR;1;;QS0011016522;;;;;ECB;EU Price;Indices;;;;;0
QS0011224993;08-10-2025;;QS0011224993;PT;PTBMP;PSI Basic Materials;XLIS;2039158.249166790000000;2387.560000;2416.720000;2416.7170731200000000;4928068555.5600000000000;4;EUR;1;;QS0011016514;;;;;ECB;EU Price;Indices;;;;;0
QS0011224977;08-10-2025;;QS0011224977;NL;AAXG;AEX All-Share Index GR;XAMS;;5268.830000;5261.180000;5261.1828553000000000;;;;;NL0000249100;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224944;08-10-2025;;QS0011224944;NL;NLTLG;AEX Telecommunications GR;XAMS;;3997.750000;4016.030000;4016.0333614200000000;;;;;QS0011016589;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224936;08-10-2025;;QS0011224936;NL;NLTCG;AEX Technology GR;XAMS;;15893.660000;15723.760000;15723.7602478300000000;;;;;QS0011016613;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224910;08-10-2025;;QS0011224910;BE;BEBMP;BEL Basic Materials;XBRU;25116399.571940000000000;1097.530000;1109.010000;1109.0135215800000000;27854426738.6984000000000;14;EUR;1;;;QS0011016696;;;;ECB;EU Price;Indices;;;;;0
QS0011224829;08-10-2025;;QS0011224829;NL;NLOGG;AEX Energy GR;XAMS;;3098.010000;3089.950000;3089.9522755200000000;;;;;QS0011016472;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224662;08-10-2025;;QS0011224662;NL;NLING;AEX Industrials GR;XAMS;;4083.080000;4097.720000;4097.7216209500000000;;;;;QS0011016506;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224589;08-10-2025;;QS0011224589;NL;NLHCG;AEX Health Care GR;XAMS;;2002.630000;2028.190000;2028.1883151300000000;;;;;QS0011016555;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224571;08-10-2025;;QS0011224571;FR;FRINN;CAC Industrials NR;XPAR;;5558.980000;5633.410000;5633.4054783900000000;;;;;QS0011017652;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224522;08-10-2025;;QS0011224522;NL;NLFNG;AEX Financials GR;XAMS;;1928.260000;1929.100000;1929.0962619800000000;;;;;QS0011016605;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224498;08-10-2025;;QS0011224498;FR;FRHCN;CAC Health Care NR;XPAR;;3476.240000;3486.190000;3486.1853261500000000;;;;;QS0011017702;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224373;08-10-2025;;QS0011224373;FR;FRFNN;CAC Financials NR;XPAR;;2411.350000;2441.520000;2441.5172252300000000;;;;;QS0011017801;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224308;08-10-2025;;QS0011224308;PT;BVL;PSI All-Share Index;XLIS;46518469.953964200000000;1825.500000;1831.730000;1831.7277460300000000;85209172117.7706000000000;32;EUR;1;;PTING1000005;;;;;ECB;EU Price;Indices;;;;;0
QS0011224290;08-10-2025;;QS0011224290;FR;FRCSN;CAC Consumer Staples NR;XPAR;;1404.840000;1412.700000;1412.7019661900000000;;;;;QS0011017736;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224274;08-10-2025;;QS0011224274;FR;N150G;Next 150 Index GR;XPAR;;7638.230000;7676.710000;7676.7098924700000000;;;;;FR0003502087;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224258;08-10-2025;;QS0011224258;FR;N100G;Euronext 100 Index GR;XPAR;;3706.310000;3730.660000;3730.6625558900000000;;;;;FR0003502079;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224233;08-10-2025;;QS0011224233;FR;CN20G;CAC Next 20 GR;XPAR;;22606.520000;22769.080000;22769.0835287400000000;;;;;QS0010989109;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011224217;08-10-2025;;QS0011224217;FR;PAXNR;CAC All-Share Index NR;XPAR;;16042.760000;16233.360000;16233.3608038800000000;;;;;QS0010989141;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224092;08-10-2025;;QS0011224092;FR;CN20N;CAC Next 20 NR;XPAR;;19392.010000;19531.460000;19531.4622754400000000;;;;;QS0010989109;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011224084;08-10-2025;;QS0011224084;FR;FRUTN;CAC Utilities NR;XPAR;;1615.290000;1621.680000;1621.6775957800000000;;;;;QS0011017785;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011223995;08-10-2025;;QS0011223995;FR;FRCGN;CAC Consumer Discretionary NR;XPAR;;6378.400000;6487.090000;6487.0850060600000000;;;;;QS0011017686;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011223979;08-10-2025;;QS0011223979;FR;FRBMN;CAC Basic Materials NR;XPAR;;4205.080000;4267.340000;4267.3409724100000000;;;;;QS0011017637;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011223920;08-10-2025;;QS0011223920;FR;FRTEN;CAC Telecommunications NR;XPAR;;2251.060000;2276.430000;2276.4259592800000000;;;;;QS0011017769;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011223896;08-10-2025;;QS0011223896;FR;FRTCN;CAC Technology NR;XPAR;;1649.100000;1638.850000;1638.8491562100000000;;;;;QS0011017827;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011223698;08-10-2025;;QS0011223698;FR;FROGN;CAC Energy NR;XPAR;;2105.730000;2116.830000;2116.8289651400000000;;;;;QS0011017603;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011213756;08-10-2025;;QS0011213756;FR;CMSG;CAC Mid & Small GR;XPAR;;29692.650000;29951.270000;29951.2650692100000000;;;;;QS0010989133;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011213731;08-10-2025;;QS0011213731;FR;CMSN;CAC Mid & Small NR;XPAR;;24855.790000;25072.280000;25072.2785523000000000;;;;;QS0010989133;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011213723;08-10-2025;;QS0011213723;FR;CACSR;CAC Small GR;XPAR;;28692.070000;29226.510000;29226.5059720700000000;;;;;QS0010989125;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011213707;08-10-2025;;QS0011213707;FR;CACSN;CAC Small NR;XPAR;;24905.840000;25369.750000;25369.7503911500000000;;;;;QS0010989125;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011213699;08-10-2025;;QS0011213699;FR;CAR;CAC Large 60 GR;XPAR;;16294.210000;16465.410000;16465.4095997400000000;;;;;QS0011213657;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011213681;08-10-2025;;QS0011213681;FR;CACLN;CAC Large 60 NR;XPAR;;14231.660000;14381.180000;14381.1840318400000000;;;;;QS0011213657;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011213657;08-10-2025;;QS0011213657;FR;CACLG;CAC Large 60;XPAR;220127480.770221000000000;8587.620000;8677.850000;8677.8491143900000000;1910233064054.8300000000000;60;EUR;1;;QS0011213699;QS0011213681;;;;ECB;EU Price;Indices;;;;;0
QS0011211248;08-10-2025;;QS0011211248;BE;BELSG;BEL Small GR;XBRU;;16149.680000;16205.820000;16205.8192591000000000;;;;;BE0389857146;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011211230;08-10-2025;;QS0011211230;BE;BELMG;BEL Mid GR;XBRU;;12447.190000;12548.700000;12548.6991642500000000;;;;;BE0389856130;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011211222;08-10-2025;;QS0011211222;NL;AEXEG;AEX Equal Weight GR;XAMS;;6430.620000;6456.650000;6456.6463430500000000;;;;;QS0011159744;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011211214;08-10-2025;;QS0011211214;FR;CACEG;CAC 40 Equal Weight GR;XPAR;;4697.260000;4738.270000;4738.2717152400000000;;;;;QS0011159777;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011211206;08-10-2025;;QS0011211206;NL;AEXEN;AEX Equal Weight NR;XAMS;;5906.330000;5930.240000;5930.2398005000000000;;;;;QS0011159744;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011211198;08-10-2025;;QS0011211198;FR;CACEN;CAC 40 Equal Weight NR;XPAR;;4108.890000;4144.760000;4144.7642523100000000;;;;;QS0011159777;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011211180;08-10-2025;;QS0011211180;PT;PSINR;PSI NR;XLIS;;19637.930000;19716.560000;19716.5619556200000000;;;;;PTING0200002;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011211172;08-10-2025;;QS0011211172;NL;ASCXN;AMS Next 20 NR;XAMS;;2882.540000;2914.280000;2914.2792870100000000;;;;;NL0000249142;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011211164;08-10-2025;;QS0011211164;NL;AMXNR;AMX NR;XAMS;;2848.810000;2849.260000;2849.2617305200000000;;;;;NL0000249274;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011211156;08-10-2025;;QS0011211156;NL;AEXNR;AEX NR;XAMS;;3313.380000;3313.070000;3313.0748531500000000;;;;;NL0000000107;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011204995;08-10-2025;;QS0011204995;NL;ASCXG;AMS Next 20 GR;XAMS;;3182.690000;3217.730000;3217.7307503300000000;;;;;NL0000249142;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011204763;08-10-2025;;QS0011204763;NL;AMXGR;AMX GR;XAMS;;3330.860000;3331.390000;3331.3930716300000000;;;;;NL0000249274;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011194238;08-10-2025;;QS0011194238;FR;NAOIG;EN Growth Bpifrance Innovation Index;XPAR;;1055.330000;1057.050000;1057.0472836600000000;;;;;QS0011194212;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011194220;08-10-2025;;QS0011194220;FR;NAOIN;EN Growth Bpifrance Innovation Index;XPAR;;1027.560000;1029.240000;1029.2380839400000000;;;;;QS0011194212;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011194212;08-10-2025;;QS0011194212;FR;NAOII;EN Growth Bpifrance Innovation Index;XPAR;2741780.274490740000000;957.650000;959.210000;959.2136880400000000;2629953168.8806000000000;44;EUR;1;;QS0011194238;QS0011194220;;;;ECB;EU Price;Indices;;;;;0
QS0011176854;08-10-2025;;QS0011176854;FR;REITG;Euronext IEIF REIT Europe Index GR;XPAR;;3352.590000;3319.730000;3319.7307508800000000;;;;;QS0011070230;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011176847;08-10-2025;;QS0011176847;FR;REITN;Euronext IEIF REIT Europe Index NR;XPAR;;2857.870000;2829.860000;2829.8629112100000000;;;;;QS0011070230;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011159777;08-10-2025;;QS0011159777;FR;CACEW;CAC 40 Equal Weight;XPAR;819939.696492473000000;2762.320000;2786.440000;2786.4376313500000000;2284710825.7410000000000;40;EUR;1;;QS0011211214;QS0011211198;;;;ECB;EU Price;Indices;;;;;0
QS0011159744;08-10-2025;;QS0011159744;NL;AEXEW;AEX Equal Weight;XAMS;630027.519308685000000;3862.130000;3877.760000;3877.7565445200000000;2443093336.2270000000000;29;EUR;1;;QS0011211222;QS0011211206;;;;ECB;EU Price;Indices;;;;;0
QS0011158126;08-10-2025;;QS0011158126;NL;AEXDI;AEX Dividend Index;XAMS;;20.918000;20.918000;20.9179333200000000;;;;;NL0000000107;;;0.000000000000000000;;;ECB;TR6 Dividend Point Index;Indices;;;;;0
QS0011158118;08-10-2025;;QS0011158118;FR;CACDI;CAC 40 Dividend Index;XPAR;;245.480000;245.480000;245.4798009600000000;;;;;FR0003500008;;;0.000000000000000000;;;ECB;TR6 Dividend Point Index;Indices;;;;;0
QS0011131990;08-10-2025;;QS0011131990;NL;AEXGR;AEX GR;XAMS;;3856.470000;3856.110000;3856.1076990100000000;;;;;NL0000000107;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131917;08-10-2025;;QS0011131917;FR;CACMR;CAC Mid 60 GR;XPAR;;29941.040000;30156.710000;30156.7055054700000000;;;;;QS0010989117;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131909;08-10-2025;;QS0011131909;FR;CACMN;CAC Mid 60 NR;XPAR;;24902.250000;25081.620000;25081.6223517600000000;;;;;QS0010989117;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011131891;08-10-2025;;QS0011131891;FR;CACTR;CAC All-Tradable GR;XPAR;;16998.790000;17175.850000;17175.8510018900000000;;;;;FR0003999499;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131883;08-10-2025;;QS0011131883;FR;CACTN;CAC All-Tradable NR;XPAR;;13060.440000;13196.490000;13196.4854083100000000;;;;;FR0003999499;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011131859;08-10-2025;;QS0011131859;FR;PX4GR;SBF 120 GR;XPAR;;17318.250000;17497.700000;17497.7001835100000000;;;;;FR0003999481;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131842;08-10-2025;;QS0011131842;FR;PX4NR;SBF 120 NR;XPAR;;13293.520000;13431.260000;13431.2634041400000000;;;;;FR0003999481;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011131834;08-10-2025;;QS0011131834;FR;PX1GR;CAC 40 GR;XPAR;;25689.710000;25964.430000;25964.4325207000000000;;;;;FR0003500008;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131826;08-10-2025;;QS0011131826;FR;PX1NR;CAC 40 NR;XPAR;;18990.920000;19194.010000;19194.0105175400000000;;;;;FR0003500008;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011131750;08-10-2025;;QS0011131750;NL;LC1GR;Euronext Low Carbon 100 Europe PAB GR;XAMS;;303.510000;305.720000;305.7197685200000000;;;;;QS0011131735;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011131743;08-10-2025;;QS0011131743;NL;LC1NR;Euronext Low Carbon 100 Europe PAB NR;XAMS;;270.190000;272.160000;272.1589219300000000;;;;;QS0011131735;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011131735;08-10-2025;;QS0011131735;NL;LC100;Euronext Low Carbon 100 Europe PAB ;XAMS;16978195154.476200000000000;164.480000;165.680000;165.6760556400000000;2812880405114.3100000000000;100;EUR;1;;QS0011131750;QS0011131743;;;;ECB;EU Price;Indices;;;;;0
QS0011095955;08-10-2025;;QS0011095955;FR;BIOTK;Next Biotech;XPAR;14669894.664769300000000;3803.160000;3867.820000;3867.8193438200000000;56740502356.1597000000000;60;EUR;1;;;;;;;ECB;EU Price;Indices;;;;;0
QS0011070230;08-10-2025;;QS0011070230;FR;REITE;Euronext IEIF REIT Europe Index;XPAR;87730761.725108900000000;1136.240000;1125.100000;1125.1018716300000000;98706044216.0975000000000;39;EUR;1;;QS0011176854;QS0011176847;;;;ECB;EU Price;Indices;;;;;0
QS0011040902;08-10-2025;;QS0011040902;FR;ALASI;Euronext Growth All-Share Index;XPAR;35944730.688075400000000;967.200000;973.260000;973.2567535700000000;34983451897.2877000000000;559;EUR;1;;QS0011227186;QS0011227178;;;;ECB;EU Price;Indices;;;;;0
QS0011019005;08-10-2025;;QS0011019005;BE;BEUT;BEL Utilities NR;XBRU;;2114.490000;2123.750000;2123.7506419800000000;;;;;QS0011225164;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011017827;08-10-2025;;QS0011017827;FR;FRTEC;CAC Technology;XPAR;77260608.353522700000000;1317.720000;1309.530000;1309.5271253200000000;101174862357.9030000000000;31;EUR;1;;;QS0011223896;;;;ECB;EU Price;Indices;;;;;0
QS0011017801;08-10-2025;;QS0011017801;FR;FRFIN;CAC Financials;XPAR;272017522.695361000000000;1219.760000;1235.020000;1235.0163706300000000;335946093626.3300000000000;40;EUR;1;;;QS0011224373;;;;ECB;EU Price;Indices;;;;;0
QS0011017785;08-10-2025;;QS0011017785;FR;FRUT;CAC Utilities;XPAR;90077919.587827200000000;782.130000;785.220000;785.2238021000000000;70731326503.6740000000000;12;EUR;1;;;QS0011224084;;;;ECB;EU Price;Indices;;;;;0
QS0011017769;08-10-2025;;QS0011017769;FR;FRTEL;CAC Telecommunications;XPAR;46721865.906891100000000;851.670000;861.270000;861.2676853300000000;40240033304.1100000000000;6;EUR;1;;;QS0011223920;;;;ECB;EU Price;Indices;;;;;0
QS0011017736;08-10-2025;;QS0011017736;FR;FRCS;CAC Consumer Staples;XPAR;107307771.458966000000000;846.760000;851.500000;851.5002182400000000;91372590815.7632000000000;16;EUR;1;;;QS0011224290;;;;ECB;EU Price;Indices;;;;;0
