#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;30-10-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3774.13;3792.88;3792.88241669;;;;;QS0011256235;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011256243;30-10-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3445.07;3462.18;3462.18381984;;;;;QS0011256235;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011256235;30-10-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.32125481205;2298.97;2310.39;2310.39232243;2045439.43;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;30-10-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3621.88;3616.99;3616.98679287;;;;;QS0011256201;;;.53902457247063;;ES0148396007 FI0009005987;ECB;TR1;Indices;;;;;0;
QS0011256219;30-10-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3175.59;3171.06;3171.05709371;;;;;QS0011256201;;;;.37049020773088;ES0148396007 FI0009005987;ECB;TR1;Indices;;;;;0;
QS0011256201;30-10-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.515560390412;2138.95;2135.52;2135.52353747;1747959.245;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;30-10-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;2086.93;2058.64;2058.63657994;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;30-10-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;2056.05;2028.18;2028.17921415;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;30-10-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.3980710988;1229.91;1213.23;1213.23293631;91887105.85;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;30-10-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2671.73;2642.42;2642.41571558;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250915;30-10-2025;;QS0011250915;NL;ENVFN;Euronext Sustainable France 20 NR Index;XAMS;;2297.01;2271.81;2271.80901248;;;;;QS0011250907;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250907;30-10-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;781.071650981856;1563.62;1546.47;1546.46625662;1207900.95224312;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0;
QS0011250899;30-10-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3389.66;3381.06;3381.05734839;;;;;QS0011250873;;;.11011331891316;;ES0148396007;ECB;TR1;Indices;;;;;0;
QS0011250881;30-10-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;3020.20;3012.5;3012.49781605;;;;;QS0011250873;;;;.08919178831966;ES0148396007;ECB;TR1;Indices;;;;;0;
QS0011250873;30-10-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;863.837371708087;1992.52;1987.36;1987.35534669;1716751.81933224;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0;
QS0011249503;30-10-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.9852;1470.24;1471.09;1471.08843537;12030690658.5;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0;
QS0011249495;30-10-2025;;QS0011249495;PT;PTOG;PSI Energy GR;XLIS;;2442.59;2444;2444.00137445;;;;;QS0011249503;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011249248;30-10-2025;;QS0011249248;BE;BEOGP;BEL Energy;XBRU;81008117.5542451;1484.99;1471.36;1471.35733831;119191888226.52;3;EUR;1;;;QS0011249230;;;;ECB;EU Price;Indices;;;;;0;
QS0011249230;30-10-2025;;QS0011249230;BE;BEOG;BEL Energy NR;XBRU;;2507.35;2484.33;2484.32912415;;;;;QS0011249248;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011227186;30-10-2025;;QS0011227186;FR;ALASG;Euronext Growth All-Share Index GR;XPAR;;1171.15;1172.35;1172.35226444;;;;;QS0011040902;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011227178;30-10-2025;;QS0011227178;FR;ALASN;Euronext Growth All-Share Index NR;XPAR;;1119.25;1120.39;1120.39208154;;;;;QS0011040902;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011225420;30-10-2025;;QS0011225420;NL;NLCSG;AEX Consumer Staples GR;XAMS;;4906.08;4882.89;4882.88593649;;;;;QS0011016563;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225404;30-10-2025;;QS0011225404;NL;NLCGG;AEX Consumer Discretionary GR;XAMS;;6348.18;6375.07;6375.07104412;;;;;QS0011016530;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225396;30-10-2025;;QS0011225396;NL;NLBMG;AEX Basic Materials GR;XAMS;;2372.23;2359.94;2359.94054133;;;;;QS0011016480;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225370;30-10-2025;;QS0011225370;BE;BELCP;BEL Continuous Stocks Index;XBRU;17682893.3152495;40912.62;40866.93;40866.93088864;722645579025.4248;106;EUR;1;;;BE0389552978;;;;ECB;EU Price;Indices;;;;;0;
QS0011225222;30-10-2025;;QS0011225222;BE;BECGP;BEL Consumer Discretionary;XBRU;1402490.82920158;7015.46;7026.28;7026.27922773;9854292180.3;5;EUR;1;;;QS0011016761;;;;ECB;EU Price;Indices;;;;;0;
QS0011225214;30-10-2025;;QS0011225214;BE;BEINP;BEL Industrials;XBRU;32380407.8841157;1831.08;1816.05;1816.0522309;58804511975.42;14;EUR;1;;;QS0011016738;;;;ECB;EU Price;Indices;;;;;0;
QS0011225206;30-10-2025;;QS0011225206;BE;BEHCP;BEL Health Care;XBRU;16268600.0988885;6397.93;6374.69;6374.68661614;103707227313.7397;15;EUR;1;;;QS0011016795;;;;ECB;EU Price;Indices;;;;;0;
QS0011225198;30-10-2025;;QS0011225198;BE;BETEP;BEL Telecommunications;XBRU;11082413.9799754;397.16;393.66;393.66251602;4362730970.9596;4;EUR;1;;;QS0011016860;;;;ECB;EU Price;Indices;;;;;0;
QS0011225180;30-10-2025;;QS0011225180;BE;BEFIP;BEL Financials;XBRU;143958653.024882;1167.01;1189.7;1189.70393744;171268176332.88;15;EUR;1;;;QS0011016902;;;;ECB;EU Price;Indices;;;;;0;
QS0011225172;30-10-2025;;QS0011225172;BE;BETP;BEL Technology;XBRU;2981633.47393184;1459.37;1464.36;1464.35987598;4366184424.097;6;EUR;1;;;QS0011016936;;;;ECB;EU Price;Indices;;;;;0;
QS0011225164;30-10-2025;;QS0011225164;BE;BEUTP;BEL Utilities;XBRU;52325498.4506766;1161.91;1170.74;1170.73980263;61259543728.55;3;EUR;1;;;QS0011019005;;;;ECB;EU Price;Indices;;;;;0;
QS0011225156;30-10-2025;;QS0011225156;BE;BECSP;BEL Consumer Staples;XBRU;48731020.2069243;2885.74;2839.58;2839.57626445;138375448321.94;12;EUR;1;;;QS0011016829;;;;ECB;EU Price;Indices;;;;;0;
QS0011225065;30-10-2025;;QS0011225065;PT;PTTEP;PSI Technology;XLIS;382499.446829186;1244.43;1262.15;1262.14529744;482769878.09;2;EUR;1;;QS0011016688;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225057;30-10-2025;;QS0011225057;PT;PTFIP;PSI Financials;XLIS;47303899.0802426;250.87;242.88;242.88242862;11489285891.688;2;EUR;1;;QS0011016662;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225040;30-10-2025;;QS0011225040;PT;PTUTP;PSI Utilities;XLIS;25288945.4515233;1337.10;1339.79;1339.79283894;33881948020.342;3;EUR;1;;QS0011016647;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225032;30-10-2025;;QS0011225032;PT;PTTLP;PSI Telecommunications;XLIS;26609995.1116445;118.18;117.29;117.29297636;3121165527.58;4;EUR;1;;QS0011016621;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225024;30-10-2025;;QS0011225024;PT;PTCSP;PSI Consumer Staples;XLIS;6783548.73685347;2287.50;2504.99;2504.99475298;16992753992.4;2;EUR;1;;QS0011016597;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225016;30-10-2025;;QS0011225016;PT;PTCGP;PSI Consumer Discretionary;XLIS;201479.296503682;6654.20;6561.24;6561.24375646;1321954776.24;9;EUR;1;;QS0011016571;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225008;30-10-2025;;QS0011225008;PT;PTINP;PSI Industrials;XLIS;6496273.03033815;674.98;668.88;668.87629145;4345203012.75;5;EUR;1;;QS0011016522;;;;;ECB;EU Price;Indices;;;;;0;
QS0011224993;30-10-2025;;QS0011224993;PT;PTBMP;PSI Basic Materials;XLIS;2039158.24916679;2369.87;2353.41;2353.41469475;4798984988.52;4;EUR;1;;QS0011016514;;;;;ECB;EU Price;Indices;;;;;0;
QS0011224977;30-10-2025;;QS0011224977;NL;AAXG;AEX All-Share Index GR;XAMS;;5355.36;5372.71;5372.71011204;;;;;NL0000249100;;;.38008798421056;;NL0013654783;ECB;TR1;Indices;;;;;0;
QS0011224944;30-10-2025;;QS0011224944;NL;NLTLG;AEX Telecommunications GR;XAMS;;4080.04;4101.37;4101.37280042;;;;;QS0011016589;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224936;30-10-2025;;QS0011224936;NL;NLTCG;AEX Technology GR;XAMS;;16329.98;16512.01;16512.00713776;;;;;QS0011016613;;;10.01840741072466;;NL0013654783;ECB;TR1;Indices;;;;;0;
QS0011224910;30-10-2025;;QS0011224910;BE;BEBMP;BEL Basic Materials;XBRU;25116591.6412624;1110.71;1098.53;1098.53423808;27591435861.892;14;EUR;1;;;QS0011016696;;;;ECB;EU Price;Indices;;;;;0;
QS0011224829;30-10-2025;;QS0011224829;NL;NLOGG;AEX Energy GR;XAMS;;3164.24;3171.7;3171.69623838;;;;;QS0011016472;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224662;30-10-2025;;QS0011224662;NL;NLING;AEX Industrials GR;XAMS;;4134.04;4034.68;4034.68237515;;;;;QS0011016506;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224589;30-10-2025;;QS0011224589;NL;NLHCG;AEX Health Care GR;XAMS;;1981.19;1966.55;1966.55056881;;;;;QS0011016555;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224571;30-10-2025;;QS0011224571;FR;FRINN;CAC Industrials NR;XPAR;;5669.45;5656.98;5656.98164431;;;;;QS0011017652;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224522;30-10-2025;;QS0011224522;NL;NLFNG;AEX Financials GR;XAMS;;1877.57;1918.65;1918.65193585;;;;;QS0011016605;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224498;30-10-2025;;QS0011224498;FR;FRHCN;CAC Health Care NR;XPAR;;3762.73;3769.49;3769.4938977;;;;;QS0011017702;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224373;30-10-2025;;QS0011224373;FR;FRFNN;CAC Financials NR;XPAR;;2350.54;2321.02;2321.02101569;;;;;QS0011017801;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224308;30-10-2025;;QS0011224308;PT;BVL;PSI All-Share Index;XLIS;46518469.9539642;1878.84;1901.71;1901.7125205;88464756746.11;32;EUR;1;;PTING1000005;;;;;ECB;EU Price;Indices;;;;;0;
QS0011224290;30-10-2025;;QS0011224290;FR;FRCSN;CAC Consumer Staples NR;XPAR;;1460.62;1457.72;1457.719488;;;;;QS0011017736;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224274;30-10-2025;;QS0011224274;FR;N150G;Next 150 Index GR;XPAR;;7726.09;7697.31;7697.30701914;;;;;FR0003502087;;;.1545081700932;;NO0003078800;ECB;TR1;Indices;;;;;0;
QS0011224258;30-10-2025;;QS0011224258;FR;N100G;Euronext 100 Index GR;XPAR;;3783.18;3776.9;3776.90247276;;;;;FR0003502079;;;.18012027433295;;NL0013654783;ECB;TR1;Indices;;;;;0;
QS0011224233;30-10-2025;;QS0011224233;FR;CN20G;CAC Next 20 GR;XPAR;;22791.81;22595.24;22595.24207764;;;;;QS0010989109;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224217;30-10-2025;;QS0011224217;FR;PAXNR;CAC All-Share Index NR;XPAR;;16472.06;16381.71;16381.70556231;;;;;QS0010989141;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224092;30-10-2025;;QS0011224092;FR;CN20N;CAC Next 20 NR;XPAR;;19550.95;19382.34;19382.33999126;;;;;QS0010989109;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011224084;30-10-2025;;QS0011224084;FR;FRUTN;CAC Utilities NR;XPAR;;1723.28;1736.18;1736.17527975;;;;;QS0011017785;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011223995;30-10-2025;;QS0011223995;FR;FRCGN;CAC Consumer Discretionary NR;XPAR;;6627.09;6561.47;6561.46621153;;;;;QS0011017686;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011223979;30-10-2025;;QS0011223979;FR;FRBMN;CAC Basic Materials NR;XPAR;;4219.73;4226.26;4226.25674743;;;;;QS0011017637;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011223920;30-10-2025;;QS0011223920;FR;FRTEN;CAC Telecommunications NR;XPAR;;2338.42;2347.89;2347.88829851;;;;;QS0011017769;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011223896;30-10-2025;;QS0011223896;FR;FRTCN;CAC Technology NR;XPAR;;1513.22;1506.05;1506.04560708;;;;;QS0011017827;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011223698;30-10-2025;;QS0011223698;FR;FROGN;CAC Energy NR;XPAR;;2212.43;2186.86;2186.85769307;;;;;QS0011017603;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011213756;30-10-2025;;QS0011213756;FR;CMSG;CAC Mid & Small GR;XPAR;;29703.33;29697.84;29697.8405327;;;;;QS0010989133;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011213731;30-10-2025;;QS0011213731;FR;CMSN;CAC Mid & Small NR;XPAR;;24861.33;24856.74;24856.73714181;;;;;QS0010989133;;;;0;;ECB;TR1;Indices;;;;;0;
