#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;26-09-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3639.74;3651.88;3651.88373232;;;;;QS0011256235;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011256243;26-09-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3322.69;3333.77;3333.77132306;;;;;QS0011256235;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011256235;26-09-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.32125481205;2218.41;2225.81;2225.80686874;1970554.13;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;26-09-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3473.40;3494.29;3494.29145036;;;;;QS0011256201;;;.05856291134179;;FR0000039299;ECB;TR1;Indices;;;;;0;
QS0011256219;26-09-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3045.73;3064.03;3064.03184618;;;;;QS0011256201;;;;.04392218350634;FR0000039299;ECB;TR1;Indices;;;;;0;
QS0011256201;26-09-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.606843505572;2052.03;2064.31;2064.31127886;1689859.34;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;26-09-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;1965.49;1980.7;1980.69569295;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;26-09-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;1936.41;1951.39;1951.39145643;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;26-09-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.3980710988;1162.27;1171.26;1171.2576575;88708007.45;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;26-09-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2517.89;2527.36;2527.36321421;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250915;26-09-2025;;QS0011250915;NL;ENVFN;Euronext Sustainable France 20 NR Index;XAMS;;2164.97;2173.12;2173.11836836;;;;;QS0011250907;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250907;26-09-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;781.071650981856;1474.20;1479.75;1479.74603688;1155787.68005907;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0;
QS0011250899;26-09-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3243.87;3265.23;3265.2318066;;;;;QS0011250873;;;.05116167620003;;FR0000039299;ECB;TR1;Indices;;;;;0;
QS0011250881;26-09-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;2890.46;2909.48;2909.47768952;;;;;QS0011250873;;;;.03837125715002;FR0000039299;ECB;TR1;Indices;;;;;0;
QS0011250873;26-09-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;863.927910164464;1909.33;1921.86;1921.85929768;1660347.88667293;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0;
QS0011249503;26-09-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.9852;1410.71;1426.02;1426.02040816;11662120366.65;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0;
QS0011249495;26-09-2025;;QS0011249495;PT;PTOG;PSI Energy GR;XLIS;;2343.70;2369.13;2369.12734389;;;;;QS0011249503;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011249248;26-09-2025;;QS0011249248;BE;BEOGP;BEL Energy;XBRU;83725921.4467645;1465.72;1489.5;1489.50171971;124709903979.5;3;EUR;1;;;QS0011249230;;;;ECB;EU Price;Indices;;;;;0;
QS0011249230;26-09-2025;;QS0011249230;BE;BEOG;BEL Energy NR;XBRU;;2444.85;2484.52;2484.5187275;;;;;QS0011249248;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011227186;26-09-2025;;QS0011227186;FR;ALASG;Euronext Growth All-Share Index GR;XPAR;;1165.02;1167.05;1167.04765843;;;;;QS0011040902;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011227178;26-09-2025;;QS0011227178;FR;ALASN;Euronext Growth All-Share Index NR;XPAR;;1113.50;1115.44;1115.43573696;;;;;QS0011040902;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011225420;26-09-2025;;QS0011225420;NL;NLCSG;AEX Consumer Staples GR;XAMS;;4746.99;4736.82;4736.82345376;;;;;QS0011016563;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225404;26-09-2025;;QS0011225404;NL;NLCGG;AEX Consumer Discretionary GR;XAMS;;6421.83;6469.46;6469.46269867;;;;;QS0011016530;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225396;26-09-2025;;QS0011225396;NL;NLBMG;AEX Basic Materials GR;XAMS;;2251.17;2278.45;2278.45155543;;;;;QS0011016480;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225370;26-09-2025;;QS0011225370;BE;BELCP;BEL Continuous Stocks Index;XBRU;17771247.7963616;39189.51;39495.87;39495.86687133;701890837102.4329;106;EUR;1;;;BE0389552978;;;;ECB;EU Price;Indices;;;;;0;
QS0011225222;26-09-2025;;QS0011225222;BE;BECGP;BEL Consumer Discretionary;XBRU;1402490.82920158;7188.74;7179.02;7179.01716141;10068505731.56;5;EUR;1;;;QS0011016761;;;;ECB;EU Price;Indices;;;;;0;
QS0011225214;26-09-2025;;QS0011225214;BE;BEINP;BEL Industrials;XBRU;32380223.3495919;1832.08;1854.39;1854.39118305;60045600684.76;14;EUR;1;;;QS0011016738;;;;ECB;EU Price;Indices;;;;;0;
QS0011225206;26-09-2025;;QS0011225206;BE;BEHCP;BEL Health Care;XBRU;16220581.3430606;5336.53;5381.43;5381.42735211;87289880106.7299;15;EUR;1;;;QS0011016795;;;;ECB;EU Price;Indices;;;;;0;
QS0011225198;26-09-2025;;QS0011225198;BE;BETEP;BEL Telecommunications;XBRU;11082413.9799754;382.20;386.05;386.04552442;4278316316.7614;4;EUR;1;;;QS0011016860;;;;ECB;EU Price;Indices;;;;;0;
QS0011225180;26-09-2025;;QS0011225180;BE;BEFIP;BEL Financials;XBRU;143437399.464675;1175.93;1188.4;1188.39754022;170460652698.87;15;EUR;1;;;QS0011016902;;;;ECB;EU Price;Indices;;;;;0;
QS0011225172;26-09-2025;;QS0011225172;BE;BETP;BEL Technology;XBRU;2981608.43848535;1545.90;1529.63;1529.63305854;4560766835.132;6;EUR;1;;;QS0011016936;;;;ECB;EU Price;Indices;;;;;0;
QS0011225164;26-09-2025;;QS0011225164;BE;BEUTP;BEL Utilities;XBRU;52325498.4506766;1050.44;1057.36;1057.3603113;55326905330.67;3;EUR;1;;;QS0011019005;;;;ECB;EU Price;Indices;;;;;0;
QS0011225156;26-09-2025;;QS0011225156;BE;BECSP;BEL Consumer Staples;XBRU;48864779.9574218;2775.66;2769.17;2769.17269951;135315014625.78;12;EUR;1;;;QS0011016829;;;;ECB;EU Price;Indices;;;;;0;
QS0011225065;26-09-2025;;QS0011225065;PT;PTTEP;PSI Technology;XLIS;382499.446829186;1184.54;1204.53;1204.52719686;460730986.49;2;EUR;1;;QS0011016688;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225057;26-09-2025;;QS0011225057;PT;PTFIP;PSI Financials;XLIS;47303899.0802426;235.21;240.45;240.45416528;11374419568.0528;2;EUR;1;;QS0011016662;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225040;26-09-2025;;QS0011225040;PT;PTUTP;PSI Utilities;XLIS;25288945.4515233;1209.27;1210.14;1210.14495734;30603289814.618;3;EUR;1;;QS0011016647;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225032;26-09-2025;;QS0011225032;PT;PTTLP;PSI Telecommunications;XLIS;26609995.1116445;116.24;119.02;119.02379736;3167222665.88;4;EUR;1;;QS0011016621;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225024;26-09-2025;;QS0011225024;PT;PTCSP;PSI Consumer Staples;XLIS;6783548.73685347;2286.11;2280.87;2280.87252844;15472409959.2;2;EUR;1;;QS0011016597;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225016;26-09-2025;;QS0011225016;PT;PTCGP;PSI Consumer Discretionary;XLIS;201479.296503682;6192.64;6227;6226.99609127;1254610791.8;9;EUR;1;;QS0011016571;;;;;ECB;EU Price;Indices;;;;;0;
QS0011225008;26-09-2025;;QS0011225008;PT;PTINP;PSI Industrials;XLIS;6496273.03033815;608.63;606.66;606.6626709;3941046347.5;5;EUR;1;;QS0011016522;;;;;ECB;EU Price;Indices;;;;;0;
QS0011224993;26-09-2025;;QS0011224993;PT;PTBMP;PSI Basic Materials;XLIS;2039158.24916679;2473.19;2470.16;2470.16126684;5037049724.058;4;EUR;1;;QS0011016514;;;;;ECB;EU Price;Indices;;;;;0;
QS0011224977;26-09-2025;;QS0011224977;NL;AAXG;AEX All-Share Index GR;XAMS;;5092.85;5115.02;5115.01948349;;;;;NL0000249100;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224944;26-09-2025;;QS0011224944;NL;NLTLG;AEX Telecommunications GR;XAMS;;4162.33;4150.14;4150.13819413;;;;;QS0011016589;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224936;26-09-2025;;QS0011224936;NL;NLTCG;AEX Technology GR;XAMS;;14935.80;14979.65;14979.65437719;;;;;QS0011016613;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224910;26-09-2025;;QS0011224910;BE;BEBMP;BEL Basic Materials;XBRU;25116399.5787337;1070.24;1075.56;1075.56026148;27014201298.2846;14;EUR;1;;;QS0011016696;;;;ECB;EU Price;Indices;;;;;0;
QS0011224829;26-09-2025;;QS0011224829;NL;NLOGG;AEX Energy GR;XAMS;;2997.85;3045.4;3045.40090258;;;;;QS0011016472;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011224662;26-09-2025;;QS0011224662;NL;NLING;AEX Industrials GR;XAMS;;3928.23;3926.42;3926.42489142;;;;;QS0011016506;;;0;;;ECB;TR1;Indices;;;;;0;
