#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;06-10-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3781.960000;3795.640000;3795.6410188300000000;;;;;QS0011256235;;;1.045044377926310000;;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011256243;06-10-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3452.520000;3464.770000;3464.7712504800000000;;;;;QS0011256235;;;;0.88828772123736000;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011256235;06-10-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.321254812050000;2305.090000;2312.380000;2312.3812501700000000;2047200.2700000000000;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0
QS0011256227;06-10-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3581.270000;3566.560000;3566.5587246500000000;;;;;QS0011256201;;;0.176494981866120000;;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011256219;06-10-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3140.180000;3127.250000;3127.2455764300000000;;;;;QS0011256201;;;;0.15002073458620000;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011256201;06-10-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.606843505572000;2115.470000;2106.600000;2106.6049406800000000;1724481.2210000000000;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0
QS0011250956;06-10-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;2034.480000;2013.370000;2013.3713961800000000;;;;;QS0011250931;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011250949;06-10-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;2004.380000;1983.580000;1983.5837252100000000;;;;;QS0011250931;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011250931;06-10-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.398071098800000;1203.060000;1190.580000;1190.5799934600000000;90171430.9000000000000;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0
QS0011250923;06-10-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2614.560000;2589.240000;2589.2379947300000000;;;;;QS0011250907;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011250915;06-10-2025;;QS0011250915;NL;ENVFN;Euronext Sustainable France 20 NR Index;XAMS;;2248.090000;2226.320000;2226.3205441700000000;;;;;QS0011250907;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011250907;06-10-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;781.071650981856000;1530.800000;1515.970000;1515.9731057600000000;1184083.6165601300000;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0
QS0011250899;06-10-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3344.950000;3337.490000;3337.4856912300000000;;;;;QS0011250873;;;0.154179530991940000;;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011250881;06-10-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;2980.460000;2973.780000;2973.7772787100000000;;;;;QS0011250873;;;;0.13105260134315000;NL0015000IY2;ECB;TR1;Indices;;;;;0
QS0011250873;06-10-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;863.927910164464000;1968.680000;1964.130000;1964.1288838900000000;1696865.7619511000000;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0
QS0011249503;06-10-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.985200000000000;1436.650000;1462.590000;1462.5850340100000000;11961149094.0000000000000;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0
