#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;26-08-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3713.93;3688.68;3688.68159979;;;;;QS0011256235;;;.62607781863056;;NL0000395903;ECB;TR1;Indices;;;;;0;
QS0011256243;26-08-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3391.08;3367.88;3367.8837407;;;;;QS0011256235;;;;.53216614583598;NL0000395903;ECB;TR1;Indices;;;;;0;
QS0011256235;26-08-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.32125481205;2266.59;2250.55;2250.55147967;1992461.06;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;26-08-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3588.52;3552.9;3552.89564563;;;;;QS0011256201;;;.1056174721757;;NL0000395903;ECB;TR1;Indices;;;;;0;
QS0011256219;26-08-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3147.12;3115.86;3115.860823;;;;;QS0011256201;;;;.08977485134935;NL0000395903;ECB;TR1;Indices;;;;;0;
QS0011256201;26-08-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.898599051075;2122.07;2100.9;2100.90209459;1720425.782;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;26-08-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;2035.93;2010.92;2010.91573032;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;26-08-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;2006.04;1981.39;1981.39471003;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;26-08-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.3980710988;1204.62;1189.82;1189.81939762;90113825.35;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;26-08-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2532.54;2489.04;2489.04119752;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
