#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;24-09-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3675.12;3664.88;3664.88048601;;;;;QS0011256235;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011256243;24-09-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3354.98;3345.64;3345.63594087;;;;;QS0011256235;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011256235;24-09-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.32125481205;2239.97;2233.73;2233.72833223;1977567.17;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;24-09-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3505.54;3496.63;3496.62676176;;;;;QS0011256201;;;.16652682674412;;FI0009005961;ECB;TR1;Indices;;;;;0;
QS0011256219;24-09-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3074.01;3066.1;3066.10135079;;;;;QS0011256201;;;;.10824243738368;FI0009005961;ECB;TR1;Indices;;;;;0;
QS0011256201;24-09-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.606843505572;2071.18;2065.75;2065.74950529;1691036.682;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;24-09-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;1981.08;1977.53;1977.53415163;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;24-09-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;1951.77;1948.28;1948.27668986;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;24-09-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.3980710988;1171.48;1169.39;1169.38812272;88566413.75;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;24-09-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2542.10;2528.6;2528.59885475;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
