#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;26-11-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3634.79;3662.1;3662.09769891;;;;;QS0011256235;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011256243;26-11-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3317.36;3342.29;3342.28956467;;;;;QS0011256235;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011256235;26-11-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.32125481205;2212.96;2229.59;2229.58611834;1973899.98;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0;
QS0011256227;26-11-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3519.84;3545.68;3545.68422498;;;;;QS0011256201;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011256219;26-11-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3084.35;3107;3106.99905197;;;;;QS0011256201;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011256201;26-11-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.515560390412;2073.84;2089.07;2089.06882868;1709935.343;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0;
QS0011250956;26-11-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;2014.27;2031.94;2031.93962815;;;;;QS0011250931;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250949;26-11-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;1984.11;2001.52;2001.5153176;;;;;QS0011250931;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250931;26-11-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.3980710988;1184.26;1194.65;1194.65080732;90479743.75;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0;
QS0011250923;26-11-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2540.41;2552.03;2552.03436013;;;;;QS0011250907;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250915;26-11-2025;;QS0011250915;NL;ENVFN;Euronext Sustainable France 20 NR Index;XAMS;;2184.11;2194.1;2194.1039123;;;;;QS0011250907;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250907;26-11-2025;;QS0011250907;NL;ENVF;Euronext Sustainable France 20 Index;XAMS;781.071650981856;1486.77;1493.57;1493.57082627;1166585.83113294;20;EUR;1;;QS0011250923;QS0011250915;;;;ECB;EU Price;Indices;;;;;0;
QS0011250899;26-11-2025;;QS0011250899;NL;ENVEG;Euronext Sustainable Europe 120 GR Index;XAMS;;3311.14;3332.14;3332.1391921;;;;;QS0011250873;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011250881;26-11-2025;;QS0011250881;NL;ENVEN;Euronext Sustainable Europe 120 NR Index;XAMS;;2948.88;2967.59;2967.58563308;;;;;QS0011250873;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011250873;26-11-2025;;QS0011250873;NL;ENVEU;Euronext Sustainable Europe 120 Index;XAMS;863.837371708087;1941.86;1954.18;1954.17853859;1688092.4526249;120;EUR;1;;QS0011250899;QS0011250881;;;;ECB;EU Price;Indices;;;;;0;
QS0011249503;26-11-2025;;QS0011249503;PT;PTOGP;PSI Energy;XLIS;8178087.9852;1440.48;1458.33;1458.33333333;11926378311.75;1;EUR;1;;QS0011249495;;;;;ECB;EU Price;Indices;;;;;0;
QS0011249495;26-11-2025;;QS0011249495;PT;PTOG;PSI Energy GR;XLIS;;2393.14;2422.81;2422.8106111;;;;;QS0011249503;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011249248;26-11-2025;;QS0011249248;BE;BEOGP;BEL Energy;XBRU;81008117.5542451;1539.98;1553.3;1553.29515159;125829516236.38;3;EUR;1;;;QS0011249230;;;;ECB;EU Price;Indices;;;;;0;
QS0011249230;26-11-2025;;QS0011249230;BE;BEOG;BEL Energy NR;XBRU;;2600.19;2622.68;2622.67790635;;;;;QS0011249248;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011227186;26-11-2025;;QS0011227186;FR;ALASG;Euronext Growth All-Share Index GR;XPAR;;1146.92;1149.03;1149.03472111;;;;;QS0011040902;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011227178;26-11-2025;;QS0011227178;FR;ALASN;Euronext Growth All-Share Index NR;XPAR;;1095.79;1097.82;1097.81764803;;;;;QS0011040902;;;;0;;ECB;TR1;Indices;;;;;0;
QS0011225420;26-11-2025;;QS0011225420;NL;NLCSG;AEX Consumer Staples GR;XAMS;;4915.29;4884.66;4884.65785553;;;;;QS0011016563;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225404;26-11-2025;;QS0011225404;NL;NLCGG;AEX Consumer Discretionary GR;XAMS;;6069.68;6058.26;6058.25978594;;;;;QS0011016530;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225396;26-11-2025;;QS0011225396;NL;NLBMG;AEX Basic Materials GR;XAMS;;2439.84;2473.72;2473.72433496;;;;;QS0011016480;;;0;;;ECB;TR1;Indices;;;;;0;
QS0011225370;26-11-2025;;QS0011225370;BE;BELCP;BEL Continuous Stocks Index;XBRU;17697332.928198;41814.13;42008.25;42008.25091766;743434002221.1332;107;EUR;1;;;BE0389552978;;;;ECB;EU Price;Indices;;;;;0;
