#Symbol;System Date;Change;IsinCode;Country;Mnemo;Name;MIC;Divisor;t-1 IV;t0 IV;t0 IV unround;Mkt Cap;Nr of components;Curr;FX;ISIN Underlying Price Index;ISIN Gross Return version;ISIN Net Return version;Effect Gross Total Return;Effect Net Total Return ;Stocks Effect Index;Dividend Currency Type;Calculation Type;Index Type;Return Method;Return Value;Number Of Days;Yearly Days;Dead Flag;Rate Name
QS0011256250;29-08-2025;;QS0011256250;NL;ENVBG;Euronext Sustainable Benelux 20 GR Index;XAMS;;3685.880000;3646.820000;3646.8154906000000000;;;;;QS0011256235;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011256243;29-08-2025;;QS0011256243;NL;ENVBN;Euronext Sustainable Benelux 20 NR Index;XAMS;;3364.810000;3329.140000;3329.1445714400000000;;;;;QS0011256235;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011256235;29-08-2025;;QS0011256235;NL;ENVB;Euronext Sustainable Benelux 20 Index;XAMS;885.321254812050000;2246.530000;2222.720000;2222.7177979800000000;1967819.3100000000000;20;EUR;1;;QS0011256250;QS0011256243;;;;ECB;EU Price;Indices;;;;;0
QS0011256227;29-08-2025;;QS0011256227;NL;ENVOG;Euronext Sustainable Euro 120 GR Index;XAMS;;3533.250000;3508.130000;3508.1284549000000000;;;;;QS0011256201;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011256219;29-08-2025;;QS0011256219;NL;ENVON;Euronext Sustainable Euro 120 NR Index;XAMS;;3098.440000;3076.410000;3076.4101604600000000;;;;;QS0011256201;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011256201;29-08-2025;;QS0011256201;NL;ENVEO;Euronext Sustainable Euro 120 Index;XAMS;818.898599051075000;2088.530000;2073.670000;2073.6736025300000000;1698128.4080000000000;120;EUR;1;;QS0011256227;QS0011256219;;;;ECB;EU Price;Indices;;;;;0
QS0011250956;29-08-2025;;QS0011250956;NL;ENVUG;Euronext Sustainable UK 20 GR Index;XAMS;;2002.840000;1987.030000;1987.0327531200000000;;;;;QS0011250931;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
QS0011250949;29-08-2025;;QS0011250949;NL;ENVUN;Euronext Sustainable UK 20 NR Index;XAMS;;1973.200000;1957.630000;1957.6347602800000000;;;;;QS0011250931;;;;0.00000000000000000;;ECB;TR1;Indices;;;;;0
QS0011250931;29-08-2025;;QS0011250931;NL;ENVUK;Euronext Sustainable UK 20 Index;XAMS;75737.398071098800000;1184.350000;1175.000000;1175.0049924700000000;88991820.8500000000000;20;GBX;1;;QS0011250956;QS0011250949;;;;ECB;EU Price;Indices;;;;;0
QS0011250923;29-08-2025;;QS0011250923;NL;ENVFG;Euronext Sustainable France 20 GR Index;XAMS;;2505.800000;2480.580000;2480.5831276600000000;;;;;QS0011250907;;;0.000000000000000000;;;ECB;TR1;Indices;;;;;0
